"Title","ID","Created Date","Updated Date","Owner","project","productType","details","file","fileType","fileNumber","projectType"
,"4352902a-d686-4744-8cdf-324c5e9287d9",2024-07-18T09:48:45Z,2024-07-18T09:48:45Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ddd877f7-8b58-41b4-83f2-78e884eb5804","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">SEO Focused Landing Page for Bookings</span></p><p><span style=""font-weight:bold"">I. Planning &amp; Goal Setting</span></p><ul><li><span style=""font-weight:bold"">Define Target Audience:</span> Identify your ideal customer for this landing page.</li><li><span style=""font-weight:bold"">Landing Page Goal:</span> Determine the primary action you want visitors to take (e.g., contact form submission, download a white paper).</li><li><span style=""font-weight:bold"">Keyword Research:</span> Conduct keyword research to identify relevant terms with good search volume and low competition.</li></ul><p><span style=""font-weight:bold"">II. Content Development &amp; Optimization</span></p><ul><li><span style=""font-weight:bold"">Compelling Headline &amp; Subheading:</span> Craft a clear and captivating headline that incorporates your target keyword and grabs visitor attention. Write a subheading that elaborates on the value proposition.</li><li><span style=""font-weight:bold"">Benefits-Oriented Content:</span> Develop engaging content that highlights the benefits of your product or service, addressing the specific needs of your target audience.</li><li><span style=""font-weight:bold"">Strong Call to Action (CTA):</span> Include a clear and concise CTA that encourages visitors to take the desired action.</li></ul><p><span style=""font-weight:bold"">III. On-Page SEO Optimization</span></p><ul><li><span style=""font-weight:bold"">SEO Page Title &amp; Meta Description:</span> Create a search-engine-friendly page title and meta description that includes your target keyword and accurately summarizes the landing page content.</li><li><span style=""font-weight:bold"">Header Tags &amp; Keyword Integration:</span> Employ H1, H2, and H3 tags strategically throughout the content, naturally incorporating your target keyword and its variations.</li><li><span style=""font-weight:bold"">Image Optimization:</span> Optimize images for faster loading speed by resizing and using descriptive alt text with your target keyword.</li></ul><p><span style=""font-weight:bold"">IV. Wix Studio Design &amp; Functionality</span></p><ul><li><span style=""font-weight:bold"">Landing Page Template Selection:</span> Choose a visually appealing Wix Studio template that aligns with your brand and complements the landing page content.</li><li><span style=""font-weight:bold"">Mobile Responsiveness:</span>  Ensure the landing page design adapts seamlessly to different devices (desktop, tablet, mobile) for optimal user experience.</li><li><span style=""font-weight:bold"">Form Integration:</span> Integrate a relevant form (e.g., contact form, newsletter signup) based on your landing page goal.</li><li><span style=""font-weight:bold"">Clear Navigation:</span> While minimalism is encouraged for landing pages, consider including minimal navigation for easy access to other relevant pages on your website.</li></ul><p><span style=""font-weight:bold"">V. Launch &amp; Monitoring</span></p><ul><li><span style=""font-weight:bold"">Website Integration and Testing:</span>  Publish the landing page within your Wix Studio website and perform thorough testing across different devices and browsers.</li><li><span style=""font-weight:bold"">SEO Monitoring &amp; Analytics:</span> Submit the landing page to search engines and utilize Wix Analytics to track visitor behavior and conversions.</li><li><span style=""font-weight:bold"">A/B Testing (Optional):</span> Consider A/B testing different versions of headlines, CTAs, or design elements to optimize conversion rates.</li></ul>",,"Documentation","FIL-559243",
,"4a41205a-3a8a-4a0b-9e33-88507102b8ea",2024-07-29T10:19:11Z,2024-07-29T10:19:11Z,"01f011dc-8d52-4de4-9524-780ccef3313b","95f56020-38f5-4243-9485-5b776381ae67","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Hospital Management System</span></span></p><p><span style=""font-weight:bold"">(Complete Recreation of Axenita)</span></p><p> </p><p><span style=""font-weight:bold"">Main Dashboard (Calendar):</span></p><p>-Provides an overview of important   events, appointments, and tasks in a calendar format.</p><p>-Allows users to quickly visualize their schedule and upcoming   activities.</p><p>-May include features like drag-and-drop functionality, color-coding for different types of events, and reminders.</p><p><span style=""font-style:italic"">Added Seperate Flow for Consultation</span></p><p> </p><p><span style=""font-weight:bold"">Agenda/Calendar Module:</span></p><p>-Offers a detailed view of scheduled appointments, meetings,   and events.</p><p>-Enables users to schedule, reschedule, and cancel appointments easily.</p><p>-May include options for recurring appointments and integration with   other modules like patient consultations   or staff meetings.</p><p> </p><p><span style=""font-weight:bold"">Contacts Module:</span></p><p>-Stores and organizes contact information for patients, clients, staff members, and other stakeholders.</p><p>-Allows users to add, edit, and categorize contacts for easy retrieval.</p><p>-May include features for importing/exporting contacts and linking contacts to appointments or   tasks.</p><p><span style=""font-style:italic"">Consultation   - Adding sub consultations, Arrange by Consultation Tiers. Notes Update: fetch from document and manual update: saved</span></p><p> </p><p><span style=""font-weight:bold"">Invoice Module:</span></p><p>Handles billing and invoicing processes for services rendered.</p><p>Generates invoices automatically based on predefined rates or services provided.</p><p>Tracks payment status, overdue invoices, and payment history.</p><p><span style=""font-style:italic"">Creating Billable Codes for Consultations to tag invoice items and Consultation Tags</span></p><p> </p><p><span style=""font-weight:bold"">Document Handling Module:</span></p><p>-Manages electronic documents such as patient records, reports, and administrative paperwork.</p><p>-Enables users to upload, store, and retrieve documents securely.</p><p>-May include features for version control, document sharing, and access permissions.</p><p> </p><p><span style=""font-weight:bold"">Consultation Module:</span></p><p>-Supports patient consultations by providing tools for documenting medical history, symptoms, diagnoses, and treatment plans.</p><p>-Facilitates communication between healthcare providers and patients.</p><p> </p><p><span style=""font-weight:bold"">Statistics Module:</span></p><p>-Compiles and analyzes data to generate statistical reports and insights.</p><p>-Offers visualization tools such as charts and graphs to present data in a meaningful way.</p><p>-Helps users identify trends, patterns, and areas for improvement.</p><p> </p><p><span style=""font-weight:bold"">Configuration Module:</span></p><p>-Allows administrators to customize and configure system settings according to the organization&#x27;s needs.</p><p>-Provides options for managing user permissions, system preferences, and integration with other software tools.</p><p>-Ensures flexibility and scalability of the system to adapt to changing requirements.</p>",,"Documentation","FIL-529328",
,"4f519ab1-ff07-42a5-ab09-c9f2804769a3",2023-12-19T11:00:50Z,2023-12-21T06:58:29Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","864421eb-96f9-41c9-b5f2-3c03c050b421","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">Branding</span></p><ul><li>Logo Finalization</li><li>Brand Guidelines Finalization</li><li>Brand Collaterals Finalization</li><li>Brand Templates Finalization</li></ul>","d0388b16-254c-486e-b383-da1613ae0eb5","Documentation","FIL-239170","3393a717-a333-48a2-a785-ba2eebc00f68"
,"50619003-aded-4daf-9408-b4bc5d3e40a2",2025-01-24T06:12:38Z,2025-03-03T07:11:56Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Monthly Activities:</span></p><ul><li>Account Creation / Profile Optimisation</li><li>Monthly Strategy Creation</li><li>Monthly Content Calendar Creation</li><li>Post Scheduling</li><li>Cross Platform Posting</li><li>Community Management</li><li>Monthly Analytics &amp; Reporting</li></ul><p><span style=""font-weight:bold"">Content Creation</span></p><ul><li>6 Reels</li><li>9 Static / Carousel Posts</li><li>3-5 Daily Stories</li></ul><p><span style=""font-weight:bold"">Platforms</span></p><ul><li>Facebook</li><li>LinkedIn</li><li>TikTok</li><li>Instagram</li><li>YouTube</li></ul>","be94ccbc-295f-4993-ae4f-a15f89b4fb78","Documentation","FIL-415686",
,"572d5fc1-4d2e-46f2-bef0-40ceaccc88bc",2024-07-29T10:19:11Z,2024-07-29T10:19:11Z,"01f011dc-8d52-4de4-9524-780ccef3313b","95f56020-38f5-4243-9485-5b776381ae67","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">General System</span></span></p><p><span style=""font-weight:bold"">HMS + CRM</span></p><p> </p><p><span style=""font-weight:bold"">Account Module</span></p><p>–Develop a secure login system for doctors, nurses, administrative staff, and other healthcare professionals.</p><p>-Will be controlled by an authenticator and implementation of RBAC Accesses Added Seperate Flow for Consultation</p>",,"Documentation","FIL-529328",
,"5f3216fc-e1d4-4b41-a254-2d1098ac28ec",2024-07-18T10:42:40Z,2024-07-18T10:44:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","c056fe92-ee03-44a1-be23-0b1725dfd3ee","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Marketing &amp; Sales Push</span></span> </p><p>Planned &amp; Paid Campaigns </p><p>Ad Campaign </p><p>Influencer Campaign </p><p>Campaign Management</p><p> </p><p>Month 1 ad spend - AED 2500</p><p>Month 2 ad spend - AED 2500</p><p>Month 3 ad spend - AED 750 INFLUENCER BUDGET</p>",,"Documentation","FIL-212876",
,"60e1dfc4-135a-4a22-b9ca-0974c6237559",2024-07-29T10:19:11Z,2024-07-29T10:19:11Z,"01f011dc-8d52-4de4-9524-780ccef3313b","95f56020-38f5-4243-9485-5b776381ae67","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Servers</span></span></p><p><span style=""font-weight:bold"">Operational Servers</span></p><p>(12 Units)</p><p>Server Specifications:</p><p>Motherboard: Gigabyte b760 ds3h ddr4</p><p>Processor: Intel i5-14400F</p><p>RAM: Corsair Vengeance (16gbx2)   ddr4 3600 mhz GPU: Asus Dual Geforce RTX 4060 OC Edition 8gb ddr6 ROM: Kingston 1tb nv1 nvme (ssd)</p><p>Case:Montech Fighter 500 Black Tempered Glass</p><p>PSU: DeepCool PF750 750W 80 Plus</p><p>Fan/Cooler : Thermaltake ux200 SE Cooler</p><p> </p><p><span style=""font-weight:bold"">Server Setup</span></p><p>Set up &amp; Installation</p>",,"Documentation","FIL-529328",
,"61ba126c-f881-4490-a431-15cc0fa1da29",2024-01-26T07:02:23Z,2024-01-26T07:02:23Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","05bd34fe-837c-45da-987c-099d06911ed9","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Annual Hosting</p>",,"Documentation","FIL-662709",
,"63fcc562-71a4-4ba8-8828-ae220a506a48",2023-12-19T11:00:50Z,2023-12-19T11:34:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","864421eb-96f9-41c9-b5f2-3c03c050b421","3393a717-a333-48a2-a785-ba2eebc00f68","<p>Editor X Hosting Website (Annual Fee)</p>","d0388b16-254c-486e-b383-da1613ae0eb5","Documentation","FIL-239170",
,"69335cee-6fd7-4eaa-ae60-fdeda3829e36",2025-02-17T06:49:16Z,2025-02-17T06:50:02Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5c75ba1d-c199-4004-aece-5e62b68af068","aec19a7f-1b0b-4085-837e-7981ac0d259e","<p><span style=""font-weight:bold"">1. Brand Guidelines &amp; Mockups</span></p><ul><li>Comprehensive brand guidelines, including:</li><ul><li>Web front page mockup</li><li>Patterns and visual assets</li><li>Merchandising and swag items</li></ul><li>Usage mockups for:</li><ul><li>Profile, contracts, and reports</li><li>E-catalogue</li><li>Promotional branding</li></ul></ul><p><span style=""font-weight:bold"">Timeline:</span> 1 week from project approval</p>","b222654c-da72-49b4-adbe-2e59bd92905e","Documentation","FIL-638875",
,"6b70f96b-b602-42b7-ab2e-516edd792527",2024-04-01T06:12:51Z,2024-04-01T06:12:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b","2aecd8c8-af66-4dc1-acc8-86f4545f04fb","64533648-470a-4167-b761-f81e1960ec5a","<p>AED 500.00 budget per month for boosted posts</p>","0dafbf47-9cd1-450d-8f03-7f3e20417cbf","Documentation","FIL-104733",
,"704fd679-3d87-43a2-80e8-6ef701632403",2024-09-09T19:56:58Z,2024-09-09T19:56:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","8258e745-6aa1-4076-80f8-42b7d2bbcfb4","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media &amp; Ad Campaign Creation / Management</span></p><p> </p><p><span style=""font-weight:bold"">1. Content Creation &amp; Management</span></p><ul><li>Instagram &amp; Facebook</li><li>Social Media Content Creation - 12 Posts (Single Language) / mo</li><li>Photo / Graphics Production 8 Photos / Graphics / mo</li><li>Reel Videos Production (Up to 30sec) - 4 Reels / mo</li><li>Website Blog Posts (Shared on Social) 1x / mo</li><li>Monthly Content Calendar &amp; Post Scheduling</li><li>Alt Tags and Location Tags</li><li>Competitor Account Analysis and Comparison - Up to 3 Competitors</li><li>Community Management</li><li>Performance Audit and Analytics – Monthly</li><li>4 hours monthly allocated photoshoot/videography</li></ul><p> </p><p><span style=""font-weight:bold"">2. Ad Campaign Creation &amp; Management</span></p><ul><li>(1)       15-30 Second Video Ad per Platform</li><li>Asset creation (photos and videos from stock library of Mutant, Photoshoot/Videography and/or client)</li><li>Campaign Creation</li><li>Monthly performance audit, analytics and reporting</li><li>Pixel creation for remarketing ads</li><li>*Excl. Ad Spend</li></ul>",,"Documentation","FIL-625126",
,"7260663d-6968-4b4f-80ac-60d40fd359bb",2023-12-21T11:08:54Z,2023-12-21T11:11:30Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","dc7bf0b7-56c7-4aa3-bdac-5afae4d9d111","74bc6f85-06a7-480e-a30e-155b42f29627","<p class=""font_8""><strong>Domain</strong></p>
<p class=""font_8"">- Client will provide the Domain and its access</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>Hosting</strong></p>
<p class=""font_8"">- Pointing of Website to their current domain hosting</p>
<p class=""font_8"">&nbsp;</p>
<p class=""font_8""><strong>Subscriptions</strong></p>
<p class=""font_8""><strong>- </strong>12 Month Subscription</p>","90efa7ec-4932-4a6c-8029-85bdbca815c5","Documentation","FIL-492806",
,"74d4329b-8642-4de9-af96-5465a504b746",2023-12-19T11:00:50Z,2023-12-19T11:34:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","864421eb-96f9-41c9-b5f2-3c03c050b421","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">TeachWorks EditorX Website</span></p><ul><li>Custom Animations &amp; Infographics</li><li>Corporate Pages</li><li>Responsive Breakpoints</li><li>Content Database &amp; Manager</li><li>3 Design Revisions</li></ul>","d0388b16-254c-486e-b383-da1613ae0eb5","Documentation","FIL-239170",
,"78438f49-40b5-4042-a908-ea4dd83373f5",2024-09-03T09:44:45Z,2024-09-03T09:44:51Z,"01f011dc-8d52-4de4-9524-780ccef3313b","6190de23-077a-4c5d-b4d4-1a88502a7d06","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">3 MONTHS SOCMED RETAINER</span></p><ul><li>Instagram, Facebook, TikTok, LinkedIn, Youtube</li><li>Social Media Content Creation - 12 Posts (Single Language) / mo</li><li>Photo / Graphics Production 8 Photos / Graphics / mo</li><li>Reel Videos Production (Up to 30sec) - 4 Reels / mo</li><li>Website Blog Posts (Shared on Social) 1x / mo</li><li>Monthly Content Calendar &amp; Post Scheduling</li><li>Alt Tags and Location Tags</li><li>Competitor Account Analysis and Comparison - Up to 3 Competitors</li><li>Community Management</li><li>Performance Audit / Analytics &amp; Reporting  - Monthly</li></ul>","cb4c4d22-40cd-4d99-9e37-5a95bde5a247","Documentation","FIL-35003",
,"7fab35c0-9bd7-4c1a-96e9-a657d14a55a6",2024-01-27T12:51:29Z,2024-02-02T01:53:00Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","b483869d-b646-4ff2-aad3-920b5dc896d2","5adee711-6197-4bbf-b057-460cfbc157db","<ul><li>Brand Guidelines</li><li>Logo</li><li>Fonts</li><li>Graphical Elements</li><li>Stationaries</li><li>Email Signatures</li><li>Business Cards (Digital and Print) – exclusive of print charge</li></ul>","e618b2fa-a2cd-40ea-b345-3811f649aea9","Documentation","FIL-699538",
,"80a72882-b648-4524-80dd-0c937d3e7b2c",2024-01-26T07:02:23Z,2024-01-26T07:02:23Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","05bd34fe-837c-45da-987c-099d06911ed9","3393a717-a333-48a2-a785-ba2eebc00f68","<p>CRM System -</p><p>Setup Cost - AED 5,000</p><p>Annual Cost - AED 8,000</p><p><span style=""font-weight:bold"">1. Contact Management:</span></p><ul><li><span style=""font-weight:bold"">Store and Organize Customer Information:</span>Names, email addresses, phone numbers, social media handles, company information, job titles, etc.</li><li><span style=""font-weight:bold"">Track Interactions:</span>Phone calls, emails, meetings, support tickets, website visits, purchase history, etc.</li><li><span style=""font-weight:bold"">Create Comprehensive Customer Profiles:</span>360-degree view of each customer&#x27;s history and preferences for personalized interactions.</li></ul><p><span style=""font-weight:bold"">2. Lead Management:</span></p><ul><li><span style=""font-weight:bold"">Capture Leads from Various Sources:</span>Website forms, email campaigns, social media, events, referrals, etc.</li><li><span style=""font-weight:bold"">Qualify and Score Leads:</span>Identify the most promising leads based on their interest and fit for your business.</li><li><span style=""font-weight:bold"">Track Progress through the Sales Pipeline:</span>Visualize lead status and move them through stages like &quot;Contacted,&quot; &quot;Qualified,&quot; &quot;Proposal Sent,&quot; &quot;Closed Won,&quot; etc</li></ul><p><span style=""font-weight:bold"">3. Customer Service:</span></p><ul><li><span style=""font-weight:bold"">Manage Customer Tickets and Issues:</span>Centralize support requests, track progress, and ensure timely resolution.</li><li><span style=""font-weight:bold"">Create a Knowledge Base:</span>Provide self-service resources for customers to find answers to common questions.</li><li><span style=""font-weight:bold"">Track Customer Satisfaction:</span>Measure customer feedback and identify areas for improvement.</li></ul><p><span style=""font-weight:bold"">4. Reporting and Analytics:</span></p><ul><li><span style=""font-weight:bold"">Generate Reports on Key Metrics:</span>Sales pipeline, lead conversion rates, customer lifetime value, customer satisfaction, etc.</li><li><span style=""font-weight:bold"">Gain Insights into Customer Behavior:</span>Identify trends, patterns, and opportunities to improve sales and marketing efforts.</li><li><span style=""font-weight:bold"">Make Data-Driven Decisions:</span>Use insights to optimize strategies, personalize campaigns, and improve customer experiences.</li></ul>",,"Documentation","FIL-662709",
,"8122e010-a2be-4349-a560-3928af53b181",2024-01-26T07:02:23Z,2024-01-26T07:02:23Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","05bd34fe-837c-45da-987c-099d06911ed9","74bc6f85-06a7-480e-a30e-155b42f29627","<p>App Hosting &amp; Store Pushing for Apple &amp; Android</p>",,"Documentation","FIL-662709",
,"861609e9-5ac2-4749-b4a1-639cb07bb7fd",2024-04-01T06:21:41Z,2024-04-01T06:21:46Z,"01f011dc-8d52-4de4-9524-780ccef3313b","946ae734-e628-4852-9764-1d2b095c7df3","64533648-470a-4167-b761-f81e1960ec5a","<p>AED 500.00 per month boosted post budget</p>","32f29cfa-d305-437f-8aa4-16b8dd2e8b4b","Documentation","FIL-292852",
,"8c9f9482-f4ec-4de7-b291-d3aa4ed95278",2024-01-22T10:52:39Z,2024-01-22T10:52:47Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","59c0debe-a3a1-4ed4-8bb2-8adbe627c23f","5adee711-6197-4bbf-b057-460cfbc157db","<p><span style=""font-weight:bold"">1. Market Scope:</span></p><ul><li><span style=""font-weight:bold"">Target Audience:</span> Identify your ideal customer, including their demographics, interests, needs, and pain points. This helps tailor your brand voice, messaging, and offerings.</li><li><span style=""font-weight:bold"">Competitive Landscape:</span> Analyze your competitors, their strengths and weaknesses, and any potential gaps in the market you can fill.</li><li><span style=""font-weight:bold"">Positioning:</span> Define your brand&#x27;s unique value proposition and how it stands out from competitors.</li></ul><p> </p><p><span style=""font-weight:bold"">2. Brand Identity Scope:</span></p><ul><li><span style=""font-weight:bold"">Core Values &amp; Mission:</span> Identify your brand&#x27;s guiding principles and purpose, shaping its decisions and communication.</li><li><span style=""font-weight:bold"">Brand Personality:</span> Define the characteristics you want your brand to embody, such as trustworthy, innovative, or playful.</li><li><span style=""font-weight:bold"">Messaging &amp; Storytelling:</span> Craft a compelling brand narrative that resonates with your target audience and showcases your value proposition.</li></ul><p> </p><p><span style=""font-weight:bold"">3. Visual Identity Scope:</span></p><ul><li><span style=""font-weight:bold"">Logo &amp; Graphic Design:</span> Develop a visual language that reflects your brand personality and values, including logo, colors, fonts, and imagery.</li><li><span style=""font-weight:bold"">Brand Guidelines:</span> Create a document outlining your visual identity standards to ensure consistent use across all touchpoints.</li></ul><p> </p>","5dc5ca86-ba67-4ea8-8a58-6c240343eb9d","Documentation","FIL-91685",
,"9413ff46-bbed-437f-83a4-23bd7b1ebb29",2025-01-20T11:14:59Z,2025-01-20T16:04:32Z,"01f011dc-8d52-4de4-9524-780ccef3313b","4341470c-d268-4701-bf36-a2e450b166e1","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Kudotrade (3-month retainer)</span></p><ul><li>Google my Business</li><li>12 Posts / Month</li><li>3-4 Stories a week</li><li>Monthly Content Calendar &amp; Strategy</li><li>Post / Story Scheduling</li><li>Monthly Analytics &amp; Reporting</li></ul>","6400ce49-60f2-447e-9dbe-472513401ce5","Documentation","FIL-348366",
,"94f95c98-e25b-414f-abf0-d05b335a703a",2024-02-08T16:18:29Z,2024-02-08T16:21:06Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","1212678d-037b-475a-b187-a27821e2d3c8","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Account Creation</span></p><ul><li>Facebook</li><li>LinkedIn</li><li>Instagram</li><li>TikTok</li><li>YouTube</li></ul>","038acfcb-751a-42d3-aeac-42b8b57c5674","Documentation","FIL-427684",
,"a472ce9f-debf-4c4b-b954-8d365c887d17",2024-01-31T14:35:43Z,2024-01-31T14:35:43Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","628fe99b-63e0-44e7-8ada-0635bcfe72ed","3393a717-a333-48a2-a785-ba2eebc00f68","<ul><li>UI/UX Design Creation</li><li>Website Images and Content Creation</li><li>Custom Forms</li><li>Pages</li><li>Home</li><li>About</li><li>Contact</li><li>Property Gallery + Booking Guesty</li><li>FAQ</li><li>Blogs / Articles</li><li>SEO Settings (Title, Description and Images)</li><li>Google Search Registration</li><li>Google Analytics Setup</li><li>Google Business Profile Creation</li><li>Marketing Integration (Pixels)</li></ul>","8851d68e-5aa8-4487-94b6-154123b92d6f","Documentation","FIL-415622",
,"a5ea183d-cf63-467c-9bc7-64759d56a8c5",2024-07-29T15:09:22Z,2024-07-29T15:09:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","b4886092-ca0c-4408-91a9-644555a7b790","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Wix Studio Subscription</p>",,"Documentation","FIL-673678",
,"ad64c4c9-42b4-4177-9692-1be4479d0b10",2024-09-24T11:30:43Z,2024-09-24T11:30:50Z,"01f011dc-8d52-4de4-9524-780ccef3313b","7cdb07dc-cf4f-44f1-a63f-8cf5d6220776","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media Marketing</span></p><ul><li>Social Media Content Creation - 12 Posts (Single Language) / mo</li><li>Photo / Graphics Production - 8 Photos / Graphics / mo</li><li>Reel Videos Production (Up to 30sec) - 2 Reels / mo</li><li>Stories - Minimum of 4 Stories / mo</li><li>Website Blog Posts (Shared on Social) - 2x / mo</li><li>Monthly Content Calendar &amp; Post Scheduling</li><li>Alt Tags &amp; Location Tags</li><li>Competition Account Analysis and Comparison</li><li>Analytics &amp; Reporting</li><li>SEO implementation on Social Media</li><li>Community Management</li><li>Performance Audit - Monthly</li></ul>","b71edebc-8c11-4ed4-8a9a-c5dacecfb063","Documentation","FIL-44543",
,"b0563760-e3b3-44b8-9ff7-e1c30cd17bb8",2024-04-01T18:00:55Z,2024-04-01T18:01:12Z,"01f011dc-8d52-4de4-9524-780ccef3313b","9a69907f-5d6d-49a6-9077-54bff1341dab","5adee711-6197-4bbf-b057-460cfbc157db","<p><span style=""font-weight:bold"">1. Brand Origination:</span></p><p>- Brand Identity: Defining the unique characteristics of the company or product.</p><p>- Target Audience: Identifying the specific demographic the brand aims to engage.</p><p>- Brand Personality: Establishing the desired emotional and behavioral traits of the brand.</p><p> </p><p><span style=""font-weight:bold"">2. Logo Design:</span></p><p>- Concept Development: Generating visual ideas reflecting the brand&#x27;s essence.</p><p>- Graphic Elements: Crafting distinctive symbols or icons embodying the brand.</p><p>- Colour Palette: Choosing emotive colors in line with the brand&#x27;s identity.</p><p>- Typography: Selecting fonts that complement the brand&#x27;s personality.</p><p>- Layout and Composition: Structuring elements for visual coherence and appeal.</p>","69249b36-efc5-46ab-9d9d-3194e21bccf9","Documentation","FIL-158933",
,"b7d22a54-b2f9-4303-8729-98a262d46fa0",2025-02-17T06:49:38Z,2025-02-17T06:50:02Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5c75ba1d-c199-4004-aece-5e62b68af068","aec19a7f-1b0b-4085-837e-7981ac0d259e","<p><span style=""font-weight:bold"">2. Billboard Templates</span></p><ul><li><span style=""font-weight:bold"">Chef-Themed Billboard:</span> Featuring chefs, suitable for event promotions and sponsors.</li><li><span style=""font-weight:bold"">RNF to HORECA Billboard:</span> Announcing the transition from RNF to HORECA.</li><li><span style=""font-weight:bold"">Sponsorship Billboard:</span> Designed for sponsorship advertisements.</li></ul><p><span style=""font-weight:bold"">Timeline:</span> 3 days from project approval</p>","b222654c-da72-49b4-adbe-2e59bd92905e","Documentation","FIL-638875",
,"b86125ad-ebef-40f0-977c-28143fd46a51",2024-01-31T14:36:27Z,2024-01-31T14:36:27Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","628fe99b-63e0-44e7-8ada-0635bcfe72ed","74bc6f85-06a7-480e-a30e-155b42f29627","<ul><li>12 months Web hosting</li><li>12 SSL Security Certificate</li><li>12 months domain</li></ul>","8851d68e-5aa8-4487-94b6-154123b92d6f","Documentation","FIL-415622",
,"baf503ca-d0b2-4c68-8cdf-6898ce4eb4cc",2024-04-17T05:57:39Z,2024-04-17T05:57:45Z,"01f011dc-8d52-4de4-9524-780ccef3313b","36169434-f12b-4d93-ab0d-7419ed0442f1","5adee711-6197-4bbf-b057-460cfbc157db","<p><span style=""font-weight:bold"">1. Brand Origination:</span></p><p>- Brand Identity: Defining the unique characteristics of the company or product.</p><p>- Target Audience: Identifying the specific demographic the brand aims to engage.</p><p>- Brand Personality: Establishing the desired emotional and behavioral traits of the brand.</p><p><span style=""font-weight:bold"">2. Brand Book:</span></p><p>- Concept Development: Generating visual ideas reflecting the brand&#x27;s essence.</p><p>- Graphic Elements: Crafting distinctive symbols or icons embodying the brand.</p><p>- Colour Palette: Choosing emotive colors in line with the brand&#x27;s identity.</p><p>- Typography: Selecting fonts that complement the brand&#x27;s personality.</p><p>- Layout and Composition: Structuring elements for visual coherence and appeal.</p><p>- Stationeries (Letterhead, Businesscard, Email Signature)</p><p>- Social Media Banners and Instagram Highlights (LinkedIn, Facebook, YouTube)</p>","f350b896-daac-4d82-8de4-e1b1f2eec29f","Documentation","FIL-447183",
,"c06423c5-3bb7-438c-847d-a398ba4449bd",2024-07-29T10:19:11Z,2024-07-29T10:19:11Z,"01f011dc-8d52-4de4-9524-780ccef3313b","95f56020-38f5-4243-9485-5b776381ae67","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Creative Design</span></span></p><p><span style=""font-weight:bold"">Creative Design and Layout to be provided</span></p><p><span style=""font-weight:bold"">throughout the development of the corporate page and system pages</span></p><p> </p><p><span style=""font-weight:bold"">This will include the following:</span></p><p>-Design Elements (Following the brandingcreated)</p><p>-Color Scheme</p><p>-Typographies</p><p>-Image and Video Assets</p><p>-Layout and Structuring</p><p>-Navigation</p><p>-Animations (if applicable)</p>",,"Documentation","FIL-529328",
