"ID","Created Date","Updated Date","Owner","activity","project","user","startDate","status","notes","projectStatus","dueDate","type"
"0351ddbe-5bb3-47ba-8fa7-117a8fe66e2c",2024-08-06T05:54:55Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Revisions version 9","db6a625e-03f4-45c5-b1df-7d84437df3be","21288111-10f6-4010-b40f-2d8b6a3cc1e5",2024-08-11T20:00:00Z,"Completed",,"Cancelled",2024-08-13T20:00:00Z,
"0390b323-0990-4e66-b00e-74c5b2dc8ffb",2025-10-05T13:04:22Z,2025-10-05T13:04:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Backend Functionalities",,"fca900e0-a536-4137-a77e-5a8025040e72",2025-10-05T20:00:00Z,"Not Started",,"In Progress",2025-10-09T20:00:00Z,
"03997189-39bd-4b6c-9e8b-c00c50357383",2022-11-16T13:05:45Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Website Testing & Debugging - V1","2a098ec9-6f7e-49b1-a596-0a580fcd9c31","a3efb115-821a-43d3-94ad-afc4382a24df",2023-10-17T20:00:00Z,"Completed",,"Completed",2023-10-17T20:00:00Z,
"03e948a7-f064-436f-a452-6353c4a8c228",2024-01-09T16:16:59Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","WEB Design - CRM Portal","3542fa38-ba70-4dac-9f77-fc9c936bf04a","1c0d317f-61d4-4d35-a3d6-21cd6792c2ab",2023-12-29T20:00:00Z,"Completed",,"Completed",2024-05-30T20:00:00Z,
"0415d038-d9ad-4a51-9dc4-146d5bcd54cf",2023-09-08T13:00:33Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Tablet & Mobile","f5682e2e-01ee-4eb6-a2d8-bbdd38117cd8","5c084634-6869-4e43-a13e-fbede7b594d4",2023-09-19T20:00:00Z,"Completed",,"Completed",2023-09-19T20:00:00Z,
"045f0040-055a-4088-96ab-87ac024e305e",2024-01-27T12:52:30Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Logo Options","b483869d-b646-4ff2-aad3-920b5dc896d2","ccd8178e-6954-4b63-9ea3-6f8c601b9580",2024-01-28T20:00:00Z,"Completed",,"Completed",2024-02-07T20:00:00Z,
"053f4db0-3234-4127-b66b-b1ff239abe00",2024-08-12T15:35:22Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Auth APIs","95f56020-38f5-4243-9485-5b776381ae67","31c1f939-20b2-461c-9066-19a1367b261b",2024-08-12T16:00:00Z,"Completed",,"In Progress",2024-08-12T16:00:00Z,
"0542b865-c259-47b2-8c87-c2340dc445d1",2024-05-13T18:11:13Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Testing & Debugging + Website Settings","01e30bca-5f53-45e2-ae69-dfff943e1ba2","5c084634-6869-4e43-a13e-fbede7b594d4",2024-06-05T20:00:00Z,"Completed",,"Completed",2024-06-05T20:00:00Z,
"05a7eeaf-8f76-4f00-a247-aced6151c636",2025-12-28T08:25:17Z,2025-12-28T08:25:17Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Backend ",,"a25ca145-086d-426e-9d64-e6f1a13f5a29",2025-12-28T20:00:00Z,"Not Started",,"In Progress",2026-01-08T20:00:00Z,
"05deee02-65c2-43ee-a994-d056c366c835",2024-07-04T07:53:28Z,2025-10-14T17:56:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Froms Creation","3f00bb1f-97b5-4523-afd8-d3a4ae8e83f1","a3efb115-821a-43d3-94ad-afc4382a24df",2024-07-21T20:00:00Z,"Completed",,"Cancelled",2024-08-01T20:00:00Z,
"06467ac6-2862-4791-a174-2a568005b81e",2024-01-08T13:26:51Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"," Study Projects","3542fa38-ba70-4dac-9f77-fc9c936bf04a","e29bb22d-c98b-402b-9b81-1551aa2adb26",2024-01-08T16:00:00Z,"Completed",,"Completed",2024-01-08T16:00:00Z,
"0668bd22-bfb9-4b5b-b80c-6cce6959dc63",2022-11-20T12:15:05Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Marketing Drop-Schedule","d9d3ea1a-06fd-4892-a24f-cd258e5c5f45","5c084634-6869-4e43-a13e-fbede7b594d4",2022-09-09T20:00:00Z,"Completed",,"Completed",2022-09-09T20:00:00Z,
"0710cd60-03c8-4f3d-b19e-097a21e06f1e",2024-02-11T15:18:45Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Airstay Work Assets Revamp - Presslee","2b1d6789-fd47-42a1-a4cb-3edf94d807d9","ccd8178e-6954-4b63-9ea3-6f8c601b9580",2024-02-11T20:00:00Z,"Completed",,"Completed",2024-02-28T20:00:00Z,
"075e6d77-3c1c-4cd4-ad33-95a2d3cae6fc",2025-05-27T17:47:00Z,2025-11-19T07:21:11Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","Branding, Creatives & Brochures","ee7a662b-041f-4ebf-ab4f-a997775c4b75","e890acbb-f53f-4d19-8263-8c7b38ad6b2a",2025-11-30T20:00:00Z,"Not Started","<ol><li>Brand Guidelines</li><li>Social Media Banners</li><li>Social Media Initial 3 Posts</li><li>Event Brochure</li><li>Website UI</li></ol>","In Progress",2025-12-09T20:00:00Z,
"076996b1-4c5c-4a85-b3ba-901b24f632b1",2025-05-28T09:56:58Z,2026-02-20T10:18:57Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Web Design & Development","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","5c084634-6869-4e43-a13e-fbede7b594d4",2025-06-03T20:00:00Z,"Completed",,"Completed",2025-06-11T20:00:00Z,
"08d7d8c2-7531-4921-be22-3e2f5a4f0040",2025-05-25T11:31:20Z,2025-09-21T12:16:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Adding/Checking Off Plans","8c51383c-8bd0-405d-a311-9b23ceff0d59","89b1bd50-a9db-4d81-ae5c-f2f2e585766c",2025-04-30T20:00:00Z,"Completed","<p> </p>","In Progress",2025-12-30T20:00:00Z,
"08db9a55-1c76-4077-b646-a407473a7a2f",2025-10-24T13:23:49Z,2026-02-20T10:18:57Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Research","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","88bc7725-fe57-48c6-8b0d-8a63d1304032",2025-10-13T16:00:00Z,"Completed",,"Completed",2025-10-19T16:00:00Z,
"08ea0cdb-bcab-4e02-8456-7fe6d8fa7ccd",2022-11-20T11:46:37Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Tabby Integration","0e0c137f-df56-46c8-83d9-cde7d961aa4e","a3efb115-821a-43d3-94ad-afc4382a24df",2022-11-20T20:00:00Z,"Completed","<p>Confirm with Shoaib 2 remaining tasks</p>","In Progress",2022-11-20T20:00:00Z,
"09b5d96f-dc0a-4d59-afb3-619f8c90389d",2025-09-08T05:54:01Z,2025-11-27T17:43:48Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Marketing Assets","62980c2d-3d5b-4488-8b5e-83dc24f687b3","ccd8178e-6954-4b63-9ea3-6f8c601b9580",2025-09-08T20:00:00Z,"Completed",,"In Progress",2025-09-14T20:00:00Z,
"0aaf59a0-1d4a-469b-a08b-05859a6b2f95",2024-11-24T09:55:54Z,2026-01-25T07:49:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Main System - Frontend","eff50452-4ed1-4ae1-84b4-84d1e642cab1","e29bb22d-c98b-402b-9b81-1551aa2adb26",2024-11-23T20:00:00Z,"Completed",,"In Progress",2025-03-02T20:00:00Z,
"0acab407-06ad-4146-838f-d51fb517a891",2022-11-20T12:37:03Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Marketing Schedule","0cf428bd-0098-4524-8d14-b94053c5e6ab","5c084634-6869-4e43-a13e-fbede7b594d4",2022-10-02T20:00:00Z,"Completed",,"Completed",2022-10-02T20:00:00Z,
"0b05c312-8230-4384-a00d-7509f1b43dba",2026-02-22T10:54:22Z,2026-03-01T09:32:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Get started page - Backend/Backoffice","136955df-a27d-425c-804a-fd5ebb827efe","fca900e0-a536-4137-a77e-5a8025040e72",2026-02-22T20:00:00Z,"Completed",,"In Progress",2026-02-22T20:00:00Z,
"0b9b24bb-66bf-4918-958d-22c58c153acb",2025-02-09T14:10:08Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","AR Translate - FE","330d96ce-6b84-4160-9bec-e572441b1401","e29bb22d-c98b-402b-9b81-1551aa2adb26",2025-02-19T20:00:00Z,"Completed",,"Completed",2025-02-19T20:00:00Z,
"0c3cbcfe-a3fa-4f66-bcc2-d82d7cef7a66",2025-09-29T09:37:45Z,2025-11-04T13:00:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Zuza Website Development","f5abc8e3-8ca2-4b39-8314-aa156e0e4999","b6e05a8e-1113-43e0-9b42-f9c192b67832",2025-09-28T20:00:00Z,"Completed",,"In Progress",2025-10-30T20:00:00Z,
"0cc68562-70f9-4ac7-b309-75bcb17454d0",2025-05-23T17:39:17Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Monthly - New Events / Update Events","13ff8e1e-b091-4faf-8f25-8308122776b3","a3efb115-821a-43d3-94ad-afc4382a24df",2025-06-01T20:00:00Z,"Completed",,"Completed",2025-06-02T20:00:00Z,
"0d1366f5-34ec-429b-b22a-e0f81bcb8ebc",2023-10-16T07:19:38Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Web UI / UX - Admin Dashboard","8e2de7d8-45e4-4186-8e89-6c1de09e7730","bbfbe5c1-1ef3-4166-bdf4-96fc3f1e7255",2023-11-26T20:00:00Z,"Completed",,"Completed",2023-12-25T20:00:00Z,
"0e8791c5-37a9-4ff1-a4b1-70168f6f7993",2023-05-02T13:22:21Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Before/After Office Video","7e94f384-b2ee-4166-8711-5eb68afff8fb","bbfbe5c1-1ef3-4166-bdf4-96fc3f1e7255",2023-05-01T20:00:00Z,"Completed",,"Completed",2023-05-01T20:00:00Z,
"0e974297-5787-4d9a-b832-e9dc3a1c099e",2024-08-28T08:56:12Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","[Frontend] - Department implementation","95f56020-38f5-4243-9485-5b776381ae67","f9036b14-0bd0-44cb-82bf-a7402a1fdb74",2024-08-27T19:00:00Z,"Completed",,"In Progress",2024-08-27T19:00:00Z,
"0ee7a198-f994-48b8-a078-23b370e86a31",2023-09-27T08:30:15Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Revisions V2","f5682e2e-01ee-4eb6-a2d8-bbdd38117cd8","21288111-10f6-4010-b40f-2d8b6a3cc1e5",2023-10-01T20:00:00Z,"Completed",,"Completed",2023-10-01T20:00:00Z,
"0f3f407a-fc5b-4a4e-954c-2fe882c16f76",2025-07-07T08:33:41Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","July Deliverables","91fa42c5-dbfe-4cd4-a3e0-d0cbbd9feed5","c0215e98-e7a9-4f3b-9af7-33d644f289fa",2025-06-30T16:00:00Z,"Completed",,"In Progress",2025-07-30T16:00:00Z,
"0f602a6e-3692-444d-8787-a89be2c422bd",2023-08-07T07:39:13Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Visa-Free Settings & Info Check","2a098ec9-6f7e-49b1-a596-0a580fcd9c31","5c084634-6869-4e43-a13e-fbede7b594d4",2023-08-07T20:00:00Z,"Completed",,"Completed",2023-08-07T20:00:00Z,
"0f795217-9207-4fba-b65a-6b465327ae6f",2024-12-12T13:40:13Z,2026-01-25T07:49:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Main System - Sales: FE","eff50452-4ed1-4ae1-84b4-84d1e642cab1","5d29f4a7-4e82-4141-9bad-b4a06a04571f",2024-12-02T20:00:00Z,"Completed",,"In Progress",2024-12-07T20:00:00Z,
"0fab72a3-af45-483e-8baa-ec9e4df1d9a4",2025-01-17T09:48:39Z,2025-09-17T06:45:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Blogs","f82f7bdc-5e6e-493d-8013-6bf83fc4a473","c0215e98-e7a9-4f3b-9af7-33d644f289fa",2024-12-30T20:00:00Z,"Completed",,"Completed",2025-01-29T20:00:00Z,
"1075053d-5b36-4488-88a6-dc08201c124e",2025-07-07T08:56:13Z,2025-10-10T06:13:40Z,"01f011dc-8d52-4de4-9524-780ccef3313b","July Deliverables","1c4e95c6-0224-4b83-a7b5-c95c8d87ee28","c0215e98-e7a9-4f3b-9af7-33d644f289fa",2025-06-30T16:00:00Z,"Completed",,"Completed",2025-07-30T16:00:00Z,
"10c72157-c29d-4975-b78e-0b2ea5a70b71",2025-08-31T10:03:18Z,2025-09-28T10:31:04Z,"01f011dc-8d52-4de4-9524-780ccef3313b","testing&debugging","136955df-a27d-425c-804a-fd5ebb827efe","e29bb22d-c98b-402b-9b81-1551aa2adb26",2025-08-31T20:00:00Z,"Completed",,"In Progress",2025-08-31T20:00:00Z,
"12030cd8-ca55-41f9-a83f-84528c671e41",2022-11-20T13:02:45Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Social Media Calendar","0cf428bd-0098-4524-8d14-b94053c5e6ab","e8a4bae8-98b5-49c6-8e6b-b26b1b3fc771",2022-11-20T20:00:00Z,"Completed","<p>https://docs.google.com/spreadsheets/d/1wPsqcOwciyu6DnPis-vpr-ijrZl4p8bv/edit?usp=sharing&amp;ouid=108132174024297282252&amp;rtpof=true&amp;sd=true</p>","Completed",2022-11-20T20:00:00Z,
"125f0359-20ac-4094-b8d9-4fb477013c8a",2024-11-24T09:55:10Z,2026-01-25T07:49:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Main System  & Exhibitor - Backend","eff50452-4ed1-4ae1-84b4-84d1e642cab1","a25ca145-086d-426e-9d64-e6f1a13f5a29",2024-11-23T20:00:00Z,"Completed","<p> </p>","In Progress",2025-04-17T20:00:00Z,
"1355ca3b-82e3-4f63-a2b5-96fdbe0a273d",2025-11-23T10:05:52Z,2025-11-23T10:05:52Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Redis",,"fca900e0-a536-4137-a77e-5a8025040e72",2025-11-20T20:00:00Z,"Not Started",,"In Progress",2025-11-24T20:00:00Z,
"13c802b0-5b92-4e81-8470-d4ba562215fc",2025-08-12T08:27:51Z,2026-02-03T06:24:53Z,"01f011dc-8d52-4de4-9524-780ccef3313b","LinkedIn Articles August - Aaron Leo","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c",2025-07-27T20:00:00Z,"Completed",,"In Progress",2025-08-13T20:00:00Z,
"13e1ab48-cbdd-4958-a50e-6f554a315cd0",2024-01-08T04:53:59Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Study - Analysis Projects and Database","3542fa38-ba70-4dac-9f77-fc9c936bf04a","5d29f4a7-4e82-4141-9bad-b4a06a04571f",2024-01-07T16:00:00Z,"Completed",,"Completed",2024-01-18T16:00:00Z,
"1440707c-14fb-4ce3-a952-3dc36a14813d",2024-10-07T13:54:06Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","[Backend] - Countries, Cantons, Cities","95f56020-38f5-4243-9485-5b776381ae67","c47735f6-ddff-4dd1-8e6a-fb9059f689a0",2024-10-01T16:00:00Z,"Completed",,"In Progress",2024-10-02T16:00:00Z,
"1456fb60-c27f-4f2c-bb12-6f33009bec17",2023-04-05T15:23:22Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Finance","eaa96031-5bf0-4b5c-b762-26bf6cf6a617","5c084634-6869-4e43-a13e-fbede7b594d4",2023-04-06T20:00:00Z,"Completed",,"Completed",2023-04-06T20:00:00Z,
"14d336cb-bbe0-414f-a90a-142ed9390492",2025-05-25T11:17:48Z,2025-09-21T12:16:26Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Commercial Website New Pages - FE","8c51383c-8bd0-405d-a311-9b23ceff0d59","1c0d317f-61d4-4d35-a3d6-21cd6792c2ab",2025-05-04T20:00:00Z,"Completed",,"In Progress",2025-06-12T20:00:00Z,
"14d6c550-b9f5-4369-814d-1ababf9a6404",2024-02-28T07:50:47Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Website Setting + SEO","628fe99b-63e0-44e7-8ada-0635bcfe72ed","5c084634-6869-4e43-a13e-fbede7b594d4",2024-04-07T20:00:00Z,"Completed",,"Completed",2024-05-09T20:00:00Z,
"15a39df7-13f9-47c6-9333-98fa89358ab4",2025-10-27T09:22:47Z,2025-11-12T17:44:54Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Checking Website to the GSC","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","88bc7725-fe57-48c6-8b0d-8a63d1304032",2025-10-26T16:00:00Z,"Completed",,"In Progress",2025-10-26T16:00:00Z,
"161b5dc7-bd85-4dd3-abcf-f27fc272bf33",2025-08-17T12:37:54Z,2026-01-25T08:59:42Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Project Database & Configuration","c21bccf1-e20a-49f6-addb-b2b61519a415","fca900e0-a536-4137-a77e-5a8025040e72",2025-08-16T20:00:00Z,"Completed",,"In Progress",2025-09-18T20:00:00Z,
"16d5538d-a22e-4204-8d46-49537762c56a",2024-08-14T09:53:48Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","[Frontend] - Appointments design","95f56020-38f5-4243-9485-5b776381ae67","f9036b14-0bd0-44cb-82bf-a7402a1fdb74",2024-08-13T19:00:00Z,"Completed",,"In Progress",2024-08-18T19:00:00Z,
"17aa02a2-86f5-4e4d-aad6-f30df8186f6f",2024-08-12T21:14:24Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","App Launch","a75b568d-9a0e-4b33-9100-5b08d2089211","a3efb115-821a-43d3-94ad-afc4382a24df",2024-09-01T20:00:00Z,"Completed",,"Completed",2024-09-05T20:00:00Z,
"17bb7ca9-9e8d-46b6-8183-d0fb5c2bd7fe",2024-09-02T06:58:03Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","POB1 - Marketing Integration","713ccc65-7e0d-4b39-b4d7-c55e515072bf","8055f94c-ed6b-43cf-b3aa-659c790942a8",2024-09-02T20:00:00Z,"Completed","<p> </p>","Completed",2024-09-03T20:00:00Z,
"17e60e27-d13e-455c-80fe-9c1c19394a58",2025-07-02T18:03:01Z,2025-08-12T04:48:48Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Marketing Assets","cf43c9d2-0680-46a6-bfb1-614177099a56","5c084634-6869-4e43-a13e-fbede7b594d4",2025-07-06T20:00:00Z,"Completed","<p>- Brochure (English Arabic)</p><p>- Social Media Banners</p>","In Progress",2025-07-17T20:00:00Z,
"17f5e586-5abf-43b4-bb5b-2e1773715e51",2024-02-28T07:50:13Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Mobile & Tablet","628fe99b-63e0-44e7-8ada-0635bcfe72ed","21288111-10f6-4010-b40f-2d8b6a3cc1e5",2024-04-14T20:00:00Z,"Completed",,"Completed",2024-04-15T20:00:00Z,
"184f041e-a390-42d3-82d1-39cad50582a2",2025-10-28T11:36:26Z,2026-01-07T05:30:45Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Social Media Reports","e65ea50e-6cc6-458d-8f81-1ebf9b702e2d","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c",2025-12-03T20:00:00Z,"In Progress",,"In Progress",2025-12-03T20:00:00Z,
"193bee05-fc62-4311-90fd-4e45c2666527",2025-09-21T12:16:08Z,2026-02-01T09:47:03Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Elite Residential Rebuild BE","8c51383c-8bd0-405d-a311-9b23ceff0d59","9173e2da-ff7e-4268-a459-ce59dbafcddd",2025-09-21T20:00:00Z,"Completed",,"In Progress",2025-11-03T20:00:00Z,
"19631bc1-268d-416b-a6aa-2240d0d7d3f5",2024-05-19T10:12:09Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Website UI","01e30bca-5f53-45e2-ae69-dfff943e1ba2","21288111-10f6-4010-b40f-2d8b6a3cc1e5",2024-05-16T20:00:00Z,"Completed","<p>Saved in dropdox under 2nd submission folder.</p><p> </p><p>https://www.dropbox.com/work/Mutant/Projects/Ongoing%20Projects/Bold%20%26%20Beyond%20Coaching/Website/UI%20Design/2nd%20submission</p>","Completed",2024-05-22T20:00:00Z,
"19d8e28c-bc9d-47d4-8ca9-28eafb07f677",2024-08-28T06:59:49Z,2025-08-11T18:40:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","[Backend] - Appointments Module","95f56020-38f5-4243-9485-5b776381ae67","c47735f6-ddff-4dd1-8e6a-fb9059f689a0",2024-08-24T19:00:00Z,"Completed","<p>8/28: Pull request created, waiting for review</p><p>8/29: Pushed corrections, waiting for re-review</p><p> </p>","In Progress",2024-08-25T19:00:00Z,
"1a8cd845-9359-49e3-be07-c4b042141e4f",2023-09-08T13:01:41Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Website Settings + Google Registration","f5682e2e-01ee-4eb6-a2d8-bbdd38117cd8","a3efb115-821a-43d3-94ad-afc4382a24df",2023-10-10T20:00:00Z,"Completed","<p> </p><p>Favicon - <span style=""font-weight:bold"">Done</span></p><ul><li>Website Settings - <span style=""font-weight:bold"">Done</span></li><li>Domain Connection - <span style=""font-weight:bold"">Done (waiting for reconnection go signal)</span></li><li>Google Registration - <span style=""font-weight:bold"">Done</span></li><li>Testing &amp; Debugging - <span style=""font-weight:bold"">Done</span></li><li>Social Media Links - <span style=""font-weight:bold"">Done</span></li></ul><p> </p>","Completed",2023-10-10T20:00:00Z,
"1a969214-8e06-4d62-bdb9-579f439613f7",2026-01-11T10:18:30Z,2026-02-15T09:05:23Z,"01f011dc-8d52-4de4-9524-780ccef3313b","Testing & Debugging","c21bccf1-e20a-49f6-addb-b2b61519a415","8055f94c-ed6b-43cf-b3aa-659c790942a8",2026-02-02T20:00:00Z,"Completed",,"In Progress",2026-02-12T20:00:00Z,
"1b6201f1-71d2-4ea3-b0ec-e8ae0c4f10e4",2023-01-05T14:55:29Z,2025-08-11T18:40:25Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc","Exhibitors List 2023","0cf428bd-0098-4524-8d14-b94053c5e6ab","5c084634-6869-4e43-a13e-fbede7b594d4",2023-01-05T20:00:00Z,"Completed",,"Completed",2023-01-05T20:00:00Z,
