"Title","ID","Created Date","Updated Date","Owner","post","postingDate","amount","temporarySpendId","platform","project","company"
,"01ed5b8f-f24d-4d8a-895e-549b0a3964a6",2025-12-07T07:16:07Z,2025-12-07T07:23:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","a30342ae-e73c-4c17-96ae-06d47ed2c019",2025-12-04T20:00:00Z,50,,"Instagram","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"02475b41-6002-432b-9750-9bd421eb5f47",2025-12-22T06:28:10Z,2025-12-22T06:35:15Z,"01f011dc-8d52-4de4-9524-780ccef3313b","a3fa499e-1a25-4c28-80c6-e06f1e4dfc63",2025-12-17T20:00:00Z,50,,"Instagram","90f693b9-af56-47a1-9965-98bf0326b43e",
,"02e46b32-62e2-45a4-b5c4-05eea03667f6",2026-02-19T10:13:20Z,2026-02-22T08:29:32Z,"01f011dc-8d52-4de4-9524-780ccef3313b","f222d8f4-a42e-4f3d-b6ff-c9a3cca88c97",2026-02-18T20:00:00Z,50,,"TikTok","160e00a4-309a-40b8-aec3-1635e37cf211","Kuwait Build 2026"
,"02fb4e6e-c539-4357-9292-43dcc2c1d6e5",2025-10-08T07:14:29Z,2025-10-08T07:15:16Z,"01f011dc-8d52-4de4-9524-780ccef3313b","846d9525-303d-4640-90d0-9b62d4e81f8a",2025-10-06T20:00:00Z,48,,"TikTok","c27ec391-f198-49d2-a60e-6a3516fb252b",
,"034da803-9730-43e6-9702-ef889cdedf93",2025-12-10T05:46:54Z,2025-12-10T05:47:02Z,"01f011dc-8d52-4de4-9524-780ccef3313b","06dfd9cd-ae11-47c7-981d-9197a84e43f8",2025-12-08T16:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"039f8283-338c-4ead-bc10-8d9456cab1e9",2025-10-15T12:35:11Z,2025-10-15T12:36:05Z,"01f011dc-8d52-4de4-9524-780ccef3313b","2e58bd3d-1d02-478f-a13b-29bb67b205f8",2025-10-14T20:00:00Z,50,,"Instagram","f889f811-6e7f-489d-a7de-dee3fc249d28",
,"03d2a564-aa66-48c0-96d0-3de1f74f0aec",2025-12-25T10:03:58Z,2025-12-25T10:04:15Z,"01f011dc-8d52-4de4-9524-780ccef3313b","e5c35d94-1acc-418a-841f-c0fad4608d18",2025-12-23T20:00:00Z,50,,"Instagram","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"042843b0-6218-4039-bb4c-a475c80fc1c5",2025-12-31T10:59:53Z,2025-12-31T11:00:00Z,"01f011dc-8d52-4de4-9524-780ccef3313b","a6d7813e-1898-4998-8f40-34da0f5c8c64",2025-12-28T20:00:00Z,100,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"056910e6-b4e8-43db-a4f5-73136f666fa2",2025-10-15T05:52:28Z,2025-10-15T05:53:01Z,"01f011dc-8d52-4de4-9524-780ccef3313b","f5d5acec-1251-450b-9c8a-ebfb51b8cbb8",2025-10-12T20:00:00Z,50,,"TikTok","160e00a4-309a-40b8-aec3-1635e37cf211",
,"0573744b-1ce7-4b69-a8bd-50a4700c9819",2026-02-27T06:21:35Z,2026-02-27T06:21:46Z,"01f011dc-8d52-4de4-9524-780ccef3313b","adeb5dcf-f4ea-452b-9fa1-ed60182a296d",2026-02-25T20:00:00Z,50,,"Instagram","1212678d-037b-475a-b187-a27821e2d3c8","Airstay Holiday Homes "
,"05eb17a4-3e9d-441c-9a2c-ad03ffe5370a",2026-02-05T09:10:01Z,2026-02-05T09:10:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b","10e51ac2-2ec9-4e16-963d-66a167065a4a",2026-01-29T20:00:00Z,50,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"06a1fa0c-67cb-4b88-b419-58bc18112ad0",2025-12-26T10:34:49Z,2025-12-26T10:35:03Z,"01f011dc-8d52-4de4-9524-780ccef3313b","56b4e9b6-fc08-4909-991c-2a942f2a9401",2025-12-25T20:00:00Z,50,,"Instagram","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"06f5d081-855f-4170-a4a4-de0dcb4ccd27",2025-11-26T11:34:11Z,2025-11-27T16:32:17Z,"01f011dc-8d52-4de4-9524-780ccef3313b","94b65d84-fc26-4481-b970-3b97c76a8f81",2025-11-24T20:00:00Z,1000,,"Instagram","b7444ad8-e438-49ce-b78a-df4a2ed60dd8",
,"070d0d69-fbc0-492e-ad0b-aec712207380",2026-02-24T05:38:59Z,2026-02-24T05:39:16Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ec6bce19-cedc-4faf-938e-07274f373d9a",2026-02-22T20:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b","Crypto Homes DXB"
,"07b6cc89-11b7-4792-bd39-aeb3434b2ad0",2025-09-10T12:00:05Z,2025-09-10T12:00:54Z,"01f011dc-8d52-4de4-9524-780ccef3313b","db73435d-c5a3-4118-b453-d1754478ddcc",2025-09-09T20:00:00Z,50,,"Instagram","f889f811-6e7f-489d-a7de-dee3fc249d28",
,"07f53bc4-cc87-49a2-8ad0-abb3d6a7eaa8",2025-10-21T11:46:43Z,2025-10-22T07:53:16Z,"01f011dc-8d52-4de4-9524-780ccef3313b","4e48b82c-ea12-476f-a963-fa39406bcb8a",2025-10-20T20:00:00Z,500,,"Instagram","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"081dc4d3-f03e-49a2-97da-2de3d9f97fe8",2025-08-16T10:49:34Z,2025-08-16T10:49:39Z,"01f011dc-8d52-4de4-9524-780ccef3313b","844e33e6-6179-4d0c-bd7d-1d84f870da6e",2025-08-10T20:00:00Z,50,,"Instagram","160e00a4-309a-40b8-aec3-1635e37cf211",
,"081e15e0-6484-4c2c-a0f3-3298d8b35310",2025-08-16T11:48:30Z,2025-08-16T11:48:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b","fd10bb8f-d3e5-4cdc-ab47-67e1d4e87572",2025-07-29T20:00:00Z,9.86,,"Storm Likes","ee7a662b-041f-4ebf-ab4f-a997775c4b75",
,"08b45dac-3c16-4fc3-a8c2-342ac3becec6",2025-08-16T10:54:29Z,2025-08-16T10:54:53Z,"01f011dc-8d52-4de4-9524-780ccef3313b","559fa2f3-4bcc-45d2-b1b9-51147622a897",2025-07-20T20:00:00Z,50,,"TikTok","b7444ad8-e438-49ce-b78a-df4a2ed60dd8",
,"08b48d11-4eee-4f96-a992-660bd877d279",2026-02-27T05:41:09Z,2026-02-27T05:41:56Z,"01f011dc-8d52-4de4-9524-780ccef3313b","de935c61-2a27-41fe-ab87-a2ec1da97b4c",2026-02-25T20:00:00Z,50,,"Instagram","62980c2d-3d5b-4488-8b5e-83dc24f687b3","ATEX International Exhibitions (Libya Build)"
,"08e8bbf0-5071-4b3b-852d-d4a2119b520b",2025-09-20T11:59:29Z,2025-09-20T11:59:35Z,"01f011dc-8d52-4de4-9524-780ccef3313b","a6e99d38-5a5c-44d2-8100-e672ab2c6e26",2025-09-17T20:00:00Z,150,,"TikTok","be5a7ff1-e84f-43fb-b6de-579ec9c8315d",
,"09065c6c-d6f3-4cff-82f8-8410a9c3e80b",2026-02-13T06:01:29Z,2026-02-13T06:01:37Z,"01f011dc-8d52-4de4-9524-780ccef3313b","fbee632b-39eb-47d1-97e4-288ddbb09d72",2026-02-11T20:00:00Z,50,,"TikTok","fe578398-ead8-4e5c-902c-1ba9d28746b3",
,"0b1b59cd-1ab3-4ef6-b827-40f37a31c729",2026-01-16T12:07:30Z,2026-01-16T12:07:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b","620b560a-7475-4a74-87d0-aa95379b20b9",2026-01-15T20:00:00Z,50,,"TikTok","b7444ad8-e438-49ce-b78a-df4a2ed60dd8",
,"0b55c022-df0b-4c4c-a80e-f0c859f5ff61",2025-11-05T07:31:41Z,2025-11-05T07:32:00Z,"01f011dc-8d52-4de4-9524-780ccef3313b","a2456fcf-1f5d-49ca-9f7c-499e5764366f",2025-11-03T20:00:00Z,50,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"0bfd0031-fc24-44ae-a07e-d01c1ff705ea",2026-02-11T08:06:08Z,2026-02-11T08:06:14Z,"01f011dc-8d52-4de4-9524-780ccef3313b","19b0b2e5-a682-42cc-8f3d-5342335fa59b",2026-02-08T20:00:00Z,50,,"Instagram","ba7b39b5-2f96-4c6b-8d55-9e6c7cbd3ea4",
,"0caa9f2a-43cb-4c53-9507-ea4c4c89ea1d",2025-09-23T06:29:35Z,2025-09-25T05:55:30Z,"01f011dc-8d52-4de4-9524-780ccef3313b","eab07d92-8ee1-41f2-9815-72d039f7fcab",2025-09-21T20:00:00Z,50,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"0d15ad6c-b1de-41c8-b8cc-998532397506",2025-10-24T05:58:06Z,2025-10-30T05:31:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","84d889ec-f963-485f-bbed-1167f8514fc0",2025-10-22T20:00:00Z,50,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"0d45ef05-66db-4446-87f8-13b7628527b1",2025-10-09T12:52:09Z,2025-10-30T05:41:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ccb36687-8b1f-45a6-8e71-7d09558984a3",2025-10-10T20:00:00Z,50,,"Facebook","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"0e3c8969-9c75-4449-a0af-da214f745e0b",2025-09-13T08:07:45Z,2025-09-18T08:09:54Z,"01f011dc-8d52-4de4-9524-780ccef3313b","d1ee7d9f-e10a-4d3c-9d9e-3f377e97dc2d",2025-09-11T20:00:00Z,500,,"Instagram","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"0eac3e4d-fac6-4df4-b043-87994949e6a6",2025-12-12T10:19:49Z,2025-12-12T10:19:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b","e8f867af-067f-405e-8791-290a8622dd7e",2025-12-11T20:00:00Z,50,,"Instagram","ba7b39b5-2f96-4c6b-8d55-9e6c7cbd3ea4",
,"0ec6fef7-3120-41db-bab3-304d8f3344ab",2025-10-14T07:47:36Z,2025-10-14T07:48:15Z,"01f011dc-8d52-4de4-9524-780ccef3313b","fee3e391-62fa-4c09-896c-1d712b812602",2025-10-12T20:00:00Z,150,,"TikTok","1212678d-037b-475a-b187-a27821e2d3c8",
,"0eddbbdc-c237-4fc6-a81b-7e78a2b6fd5f",2025-09-01T09:00:16Z,2025-09-01T09:03:54Z,"01f011dc-8d52-4de4-9524-780ccef3313b","9b5379d7-c372-4555-bc20-c47406ee5eda",2025-08-31T20:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"0f81ef38-478b-4cde-bc24-f0f81371e5a2",2025-09-28T07:07:23Z,2025-09-28T07:07:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b","00fcaab3-13ec-4834-b101-4ab8fe1cd37d",2025-09-26T20:00:00Z,30,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"0f98a5c0-937a-4e6f-a7c9-6f945aff3ffb",2025-11-20T06:48:04Z,2025-11-20T06:48:10Z,"01f011dc-8d52-4de4-9524-780ccef3313b","16140931-fd0b-45eb-9e43-1dc215915418",2025-11-18T20:00:00Z,50,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"10236216-c8fb-473d-a3ca-1a39b0315590",2026-02-06T07:17:49Z,2026-02-06T10:15:37Z,,"f8d8dfe0-858c-4f39-b321-538ee3d1b44e",2026-02-03T20:00:00Z,50,,"TikTok","0e90ed6d-2dbc-48b2-aeea-fe5b0928abd5",
,"106ab143-8edd-4485-9bcb-286dc1e252d6",2025-12-08T10:05:11Z,2025-12-26T12:49:38Z,"01f011dc-8d52-4de4-9524-780ccef3313b","00cde694-bc3a-490d-b05d-f3cc434025f2",2025-12-04T20:00:00Z,100,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"11740b7d-27c7-48da-8c0e-e2ed1cab2c42",2025-11-26T08:35:04Z,2025-11-26T08:35:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b","e8fd9a12-b635-47dd-a111-916c1a235868",2025-11-24T20:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"120b903a-8b23-4d19-a32f-5d7f6927e0ed",2025-08-16T10:25:27Z,2025-08-16T10:25:33Z,"01f011dc-8d52-4de4-9524-780ccef3313b","b8c85c5e-f263-4bb5-86fe-2afb0a8ff75d",2025-08-07T20:00:00Z,12.44,,"Storm Likes","1b2f16d7-192d-4d10-88a5-0fb18eb4967a",
,"12588001-b972-4199-90dd-5faea2cb53b0",2026-02-19T05:53:46Z,2026-02-22T08:10:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b","9f070f4a-b3a3-4d6c-81b9-e5a8b20f3736",2026-02-16T20:00:00Z,50,,"Instagram","1212678d-037b-475a-b187-a27821e2d3c8","Airstay Holiday Home"
,"12c4250d-62e3-414c-b3cc-b732adcc8469",2025-12-04T10:23:51Z,2025-12-04T10:24:04Z,"01f011dc-8d52-4de4-9524-780ccef3313b","f54357ff-e45e-4581-97e1-294ae6be39cd",2025-12-03T20:00:00Z,50,,"TikTok","1212678d-037b-475a-b187-a27821e2d3c8",
,"131e17a0-64c8-479b-8a9e-8ad95f2d8e0e",2025-09-03T05:51:13Z,2025-09-17T06:27:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b","de4aa629-2606-49c2-90f2-f96355ea1dc8",2025-09-01T20:00:00Z,50,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"13436d29-db95-4814-ad32-f813d3298027",2025-09-08T12:36:17Z,2025-09-08T12:36:31Z,"01f011dc-8d52-4de4-9524-780ccef3313b","756b626c-129d-4e00-9db0-4550f4c07e83",2025-09-07T20:00:00Z,50,,"Instagram","f889f811-6e7f-489d-a7de-dee3fc249d28",
,"1444671b-62cf-474e-b48f-ce4a2ecce21e",2025-09-03T11:36:54Z,2025-09-03T11:37:48Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5a7af68a-4d29-4a02-96e8-bab604c1eb28",2025-09-02T20:00:00Z,50,,"TikTok","f889f811-6e7f-489d-a7de-dee3fc249d28",
,"149c020f-303c-4c9d-a68f-5c89cef15efe",2025-12-17T06:29:00Z,2025-12-26T12:35:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5e17f6c3-b44f-4231-9e6c-eec46e18c341",2025-12-15T20:00:00Z,25,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"14a7facf-90f1-4b2b-b26e-46eb308c172e",2025-10-20T06:44:12Z,2025-10-20T06:44:19Z,"01f011dc-8d52-4de4-9524-780ccef3313b","1fb0526d-2805-4272-b21e-6adba1b400fb",2025-10-17T20:00:00Z,50,,"Instagram","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"14d499e3-1917-46a6-b40c-2bf3ab1aebd7",2025-11-04T17:55:03Z,2025-11-04T17:55:20Z,"01f011dc-8d52-4de4-9524-780ccef3313b","a73c46b7-af72-4dc1-a1dd-ed44964c5d50",2025-11-03T20:00:00Z,50,,"Instagram","be5a7ff1-e84f-43fb-b6de-579ec9c8315d",
,"1506cd6d-b7ad-43a5-af0b-60de7a97f3dc",2025-11-09T05:47:16Z,2025-11-09T06:10:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b","560d9129-9f47-426d-9e9b-b1b5f13d7323",2025-11-06T20:00:00Z,50,,"TikTok","62980c2d-3d5b-4488-8b5e-83dc24f687b3",
,"15130f85-e837-487c-8461-3035ac9a0d4d",2026-02-09T06:41:08Z,2026-02-22T08:26:18Z,"01f011dc-8d52-4de4-9524-780ccef3313b","693114ec-df3b-4aba-bcd3-bc93aa6867dc",2026-02-05T20:00:00Z,25,,"Instagram","5f4622df-b55f-43d6-9ff8-3eac20caf538","Elite Recruitment"
,"1514ee83-6c45-48e1-b6d8-6ea7ee9f7e15",2025-11-14T06:43:49Z,2025-11-14T06:43:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b","f0a0d649-a261-4a84-a2e8-bd30cd84558c",2025-10-30T20:00:00Z,500,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"15657ca0-1410-4e52-aed0-df10016204f1",2025-08-16T11:44:39Z,2025-08-16T11:44:43Z,"01f011dc-8d52-4de4-9524-780ccef3313b","638d2cd7-3fde-4251-90d6-c42b2a05c30b",2025-07-31T20:00:00Z,4.38,,"Storm Likes","be5a7ff1-e84f-43fb-b6de-579ec9c8315d",
,"15c63da7-a21c-4063-b960-2811535e8b9a",2025-09-25T05:25:28Z,2025-09-25T05:25:35Z,"01f011dc-8d52-4de4-9524-780ccef3313b","84db84c8-bafb-4e13-8762-2985afe919dd",2025-09-22T20:00:00Z,50,,"TikTok","1212678d-037b-475a-b187-a27821e2d3c8",
,"1678c405-3b29-49b3-b288-0d2ff4f08918",2026-01-13T08:59:53Z,2026-01-16T07:50:33Z,"01f011dc-8d52-4de4-9524-780ccef3313b","84674270-b797-44bd-bcf3-db61494519f2",2026-01-12T20:00:00Z,50,,"Instagram","90f693b9-af56-47a1-9965-98bf0326b43e",
,"16bc9e3a-56d7-4332-99c7-759221e4a547",2025-08-19T06:14:47Z,2025-08-22T09:47:20Z,"01f011dc-8d52-4de4-9524-780ccef3313b","7190e3b0-83c4-4c09-a930-e36d5764c746",2025-08-17T20:00:00Z,30,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"171fb34e-ee52-4111-9b23-178e249b6258",2026-01-17T11:18:04Z,2026-01-20T12:08:37Z,"01f011dc-8d52-4de4-9524-780ccef3313b","8e9ba264-46e2-4591-b0e2-08d491a00a3e",2026-01-15T20:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"180a05d6-0f6c-467f-9eff-8ec77d5623d0",2026-01-19T06:17:30Z,2026-01-19T06:17:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b","c54603bc-350e-4fa5-8bb5-71a323790796",2026-01-15T20:00:00Z,50,,"Instagram","e65ea50e-6cc6-458d-8f81-1ebf9b702e2d",
,"1812ae7e-508b-4235-b272-b86bce86f6fb",2026-02-10T07:40:13Z,2026-02-27T08:44:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","46142614-5e22-4d6f-8c5a-a8a931be654d",2026-02-08T20:00:00Z,100,,"Instagram","90f693b9-af56-47a1-9965-98bf0326b43e",
,"181e8fb9-a857-41af-bf9c-107ff7f0a067",2025-09-26T18:01:11Z,2025-09-26T18:01:50Z,"01f011dc-8d52-4de4-9524-780ccef3313b","06c3b636-b8ce-461e-bbce-28408703f73b",2025-09-25T20:00:00Z,50,,"Instagram","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"182b6049-9212-48d4-add4-acf4d399c4c4",2026-01-07T18:43:28Z,2026-01-07T18:43:42Z,"01f011dc-8d52-4de4-9524-780ccef3313b","502fe111-0143-42b4-85c9-1141b9251a6d",2026-01-06T20:00:00Z,50,,"Facebook","c27ec391-f198-49d2-a60e-6a3516fb252b",
,"18590278-7c6c-4c40-a665-8e153ed26ebb",2025-08-16T11:18:19Z,2025-08-16T11:18:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","15bd4f61-7540-4b8a-8aea-843fcd455b2f",2025-08-03T20:00:00Z,4.38,,"Storm Likes","b7444ad8-e438-49ce-b78a-df4a2ed60dd8",
,"1864be7e-42a7-4cb9-a079-2e1d19056c2e",2025-08-16T12:04:23Z,2025-08-16T12:04:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b","012ac579-f7c1-4d7b-ba81-7496af0fad3f",2025-07-24T20:00:00Z,50,,"Instagram","f889f811-6e7f-489d-a7de-dee3fc249d28",
,"18df13d6-4ab8-4258-bb5c-4410dde91dd6",2025-08-16T11:18:33Z,2025-08-16T11:18:57Z,"01f011dc-8d52-4de4-9524-780ccef3313b","65dc2dd9-e6b6-4e02-ba15-15605dc30916",2025-08-04T20:00:00Z,4.38,,"Storm Likes","b7444ad8-e438-49ce-b78a-df4a2ed60dd8",
,"1964307c-2c74-4c99-88cc-96863949b2c0",2025-11-13T07:02:29Z,2025-11-13T07:02:35Z,"01f011dc-8d52-4de4-9524-780ccef3313b","e505246e-cadb-4d39-bc2e-9b25c65afb81",2025-11-12T20:00:00Z,50,,"Facebook","c27ec391-f198-49d2-a60e-6a3516fb252b",
,"19891101-b1fd-42f9-b7e4-a344783ff133",2025-12-31T09:58:21Z,2025-12-31T10:57:41Z,"01f011dc-8d52-4de4-9524-780ccef3313b","6d9b5db3-5bdc-473f-a4a2-dca767528838",2025-12-29T20:00:00Z,50,,"TikTok","f889f811-6e7f-489d-a7de-dee3fc249d28",
,"19b9b19f-6317-42ee-b206-abe04738f9ba",2025-11-23T04:49:56Z,2025-11-23T05:02:48Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ec4af49d-7dd5-422f-a5c1-6da845995f52",2025-11-20T20:00:00Z,500,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"1ab80e35-e3be-416f-bb10-ed01510226b8",2025-08-16T11:52:06Z,2025-08-16T11:52:12Z,"01f011dc-8d52-4de4-9524-780ccef3313b","91d4e601-3b3a-4297-8b88-4a121fa76546",2025-07-24T20:00:00Z,22.95,,"Storm Likes","cf43c9d2-0680-46a6-bfb1-614177099a56",
,"1b0608b5-2dbd-4f24-81ac-fb0b0c75f95b",2025-11-27T13:00:10Z,2025-12-03T09:31:45Z,"01f011dc-8d52-4de4-9524-780ccef3313b","08b6d1e3-211f-4b5c-8f8c-7b639941036d",2025-11-26T20:00:00Z,100,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"1b47646e-b532-4188-ad50-06583123ad6d",2026-03-01T10:20:08Z,2026-03-01T10:20:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b","96936571-75db-406d-b8ba-312fce673308",2026-02-26T20:00:00Z,50,,"Instagram","160e00a4-309a-40b8-aec3-1635e37cf211","ATEX International Exhibitions (Kuwait Build)"
,"1bbd9f95-880e-4035-a876-19528a64bbd8",2025-11-11T06:29:25Z,2025-11-11T06:32:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b","85aac94f-80cf-4899-ac30-56239cd40c6c",2025-11-09T20:00:00Z,50,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"1bfda618-9dee-4993-a2fd-f772222fe0df",2026-01-06T12:35:02Z,2026-01-09T09:48:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b","562af008-ba00-4029-bbf9-e0ce7751764a",2026-01-06T20:00:00Z,50,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"1c03df84-8e3b-40a4-9900-2c1608609c02",2025-10-24T05:58:15Z,2025-10-30T05:31:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","84d889ec-f963-485f-bbed-1167f8514fc0",2025-10-22T20:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
,"1d34b055-12e2-4e46-9028-0573e1d63e51",2025-12-22T07:16:37Z,2025-12-22T07:16:50Z,"01f011dc-8d52-4de4-9524-780ccef3313b","ac644a54-7431-4ff6-b478-7965d195eb96",2025-12-18T20:00:00Z,50,,"TikTok","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd",
,"1d80311b-1dcf-4ce5-88a5-09655d2abb05",2025-08-16T10:55:47Z,2025-08-16T11:18:25Z,"01f011dc-8d52-4de4-9524-780ccef3313b","15bd4f61-7540-4b8a-8aea-843fcd455b2f",2025-08-03T20:00:00Z,50,,"Instagram","b7444ad8-e438-49ce-b78a-df4a2ed60dd8",
,"1d86dd86-0e9b-4be1-9232-a6fc39b32dd2",2025-10-30T05:45:38Z,2025-10-30T07:57:24Z,"01f011dc-8d52-4de4-9524-780ccef3313b","f8bf0534-5c89-4e39-b651-bdbeb81a0ab4",2025-10-28T20:00:00Z,50,,"TikTok","90f5bb8e-1da9-441f-b63b-1941b663318b",
