"ID","Created Date","Updated Date","Owner","project","company","date","caption","subject","platforms","media","format","status","user","location","assetLink","notes","type","time","shootHours","shootDate","shootTime","shootNotes","shootStatus","firstComment"
"3a8203ba-eddc-4bae-ac85-341eede93a23",2025-06-22T20:24:23Z,2025-10-01T10:45:31Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","1b2f16d7-192d-4d10-88a5-0fb18eb4967a","f9c4b9cf-50cd-44a2-ba40-f853a021b41f",2025-09-29T20:00:00Z,"<p><span style=""font-weight:bold"">For Meta:</span></p><p>The global exhibitions industry is prioritizing sustainability. Find out why this is a growing trend and how it&#x27;s changing the way we plan and execute major events.</p><p> </p><p>Comment &#x27;NEWS&#x27; for more information.🔎</p><p> </p><p>#ATEXInternational #IndustryNews</p><p><br/><span style=""font-weight:bold"">For X/LinkedIn:</span></p><p>The global exhibitions industry is prioritizing sustainability. Find out why this is a growing trend and how it&#x27;s changing the way we plan and execute major events.</p><p> </p><p>Read the full article here: https://www.atexinternational.com/news-/sustainable-event-planning-global-exhibitions</p><p> </p><p>#ATEXInternational #IndustryNews</p><p> </p>","News: Sustainable Event Planning: A Growing Priority for Global Exhibitions","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""25387b99-cf69-454c-930c-85bbd25edd55""]","wix:image://v1/01f011_0c1a2495642d448d86e56bad9dd0a084~mv2.jpg/Atex.jpg#originWidth=4500&originHeight=5625","Blog + Story + Website","Posted","94873ed1-9c45-497a-8260-be4ca80c41d6","Dubai, UAE","https://www.dropbox.com/scl/fo/kdtsixeak2wrvyju4tabs/AI35WrGE7PPsVAV-2wCW6Hg?rlkey=b0v6k2jkmretw2gxhg67xsizl&st=u3bcg8ix&dl=0","<p class=""font_8""><strong>Blog Posting Notes:</strong></p>
<p class=""font_8"">IG - Story</p>
<p class=""font_8"">TikTok - Story</p>
<p class=""font_8"">FB - Post</p>
<p class=""font_8"">Twitter - Post</p>
<p class=""font_8"">LinkedIn - Post</p>","Organic","16:30:00.000",0,,,,,
"3ac9a6f0-7b41-4f93-8a7f-951a1324c891",2025-04-23T12:18:44Z,2025-08-25T18:01:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b","1b2f16d7-192d-4d10-88a5-0fb18eb4967a","f9c4b9cf-50cd-44a2-ba40-f853a021b41f",2025-06-16T20:00:00Z,"<p>From empty halls to unforgettable experiences. Watch this space transform because we don’t just build booths, we build moments.</p><p> </p><p>من القاعات الفارغة الى لحظات لا تنسى. شاهد التحول لتلك المساحات لاننا لا نبني الاجنحة فقط بل نصنع لحظات. </p>","Before vs After","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142""]","wix:image://v1/01f011_360cf5bf40a84ae9a79ff0855a79e594~mv2.jpg/WhatsApp%20Image%202025-06-17%20at%2010.41.48_1eb87e66.jpg#originWidth=469&originHeight=539","Reel","Posted","4c285320-862d-44d0-b17a-794f7125db04","Dubai, UAE",,,"Organic","16:30:00.000",0,,,,,
"3ad3f353-5658-4243-ab47-3c612c9c2d1e",2025-08-26T09:47:19Z,2025-09-08T12:52:06Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","90f5bb8e-1da9-441f-b63b-1941b663318b","cc1e8c94-1f3d-4942-ba0a-3f5041a105cc",2025-09-07T20:00:00Z,"<p class=""font_8"">N/A</p>","Story: Engagement ""what does ‘crypto real estate’ mean to you?”","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""962e2d92-ea8d-4066-8430-2f892bdc8142""]","wix:image://v1/01f011_c8e3334e647d41b1a17ed8fbce3e5c50~mv2.png/CH_Story-Sep%209%20background.png#originWidth=1080&originHeight=1920","Story","Posted","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c","Dubai, UAE","https://www.dropbox.com/scl/fi/hsntxzwpzixlbedgdbf0t/CH_Story-Sep-9-background.png?rlkey=x79jxv1437k5p20hfpk2qoo2v&st=yx7igkmo&dl=0","<p><span style=""font-weight:bold"">One word: what does ‘crypto real estate’ mean to you?”</span><br/></p><p>Using Questionnaire sticker on Instagram</p>","Organic","14:30:00.000",0,,,,,
"3af1b3dd-c910-412a-8faf-60c5b0aba56f",2026-02-27T06:09:38Z,2026-03-01T10:06:50Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","56eac7e9-af94-47c0-b4b1-2a4101a9b0c1",2026-02-26T20:00:00Z,"Caption & Hashtag","Property Listings - Kahiel Crosdale","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""962e2d92-ea8d-4066-8430-2f892bdc8142""]","wix:image://v1/01f011_563f08d364c6409087b5970ff15f14bb~mv2.png/1.png#originWidth=1080&originHeight=1920","Story","Posted","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c","Dubai, UAE","https://www.dropbox.com/scl/fo/iiz2s76h43qenohi3gbqf/AA--bEWxbXcRU1RvPSQN0Sc?rlkey=2xc0xgo2mcwlmj7o6mf3x4fcw&st=xogberwl&dl=0",,"Organic","12:00:00.000",0,,,,,
"3b3431a7-0150-41b6-b746-974e704970e1",2025-06-09T06:44:35Z,2025-08-25T18:01:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","c4723d06-5b05-482c-b318-5472ec4c334f",2025-06-26T20:00:00Z,"<p>Story on all</p><p>✨ Happy Islamic New Year from all of us at Code DXB ✨</p><p><br/>As we welcome 1447 AH, may this new year bring peace, purpose, and progress to you and your loved ones.<br/>Here’s to fresh beginnings and bold ideas—let’s code a better future, together.</p><p> </p><p>Post on LinkedIn and X</p>","Story: New Islamic Year","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""962e2d92-ea8d-4066-8430-2f892bdc8142""]","wix:image://v1/01f011_c23cb559703f49339a6efdaab3a9f9b8~mv2.jpg/Islamic%20Year%20Post-%20Code%20DXB.jpg#originWidth=4500&originHeight=5625","Story + Post","Posted","ccd8178e-6954-4b63-9ea3-6f8c601b9580","Dubai, UAE","https://www.dropbox.com/scl/fo/1daqdipsh5ido2dzppqgk/AMqW5E_bBt-0aVfC5Vf0UD8?rlkey=z5jnvt0tk9lbtnpgx0qdtcbj0&st=lz16x5rm&dl=0",,"Organic","00:00:00.000",0,,,,,
"3bb55ba3-4c2c-4450-acdf-0ab3f655cc0e",2025-09-08T06:35:00Z,2025-10-09T08:57:22Z,"01f011dc-8d52-4de4-9524-780ccef3313b","62980c2d-3d5b-4488-8b5e-83dc24f687b3","ac8e2429-cd88-4f8a-97b3-cfb7abb2e4f9",2025-10-07T20:00:00Z,"<p><span style=""font-weight:bold"">For Meta:</span></p><p> </p><p>يا لها من سنة رائعة لمعرض ليبيا بيلد بنغازي! ✨</p><p>لم يكن مجرد معرض، بل كان منصة حيوية اجتمع فيها آلاف من المتخصصين في القطاع، والمبتكرين، وصناع القرار تحت سقف واحد. وكانت مهمتهم واضحة: المساهمة الفعّالة في رسم ملامح مستقبل البناء والتصميم في ليبيا. </p><p> </p><p>إليكم نظرة سريعة على أبرز اللحظات التي جعلت ليبيا بيلد بنغازي 2024 نجاحاً لا يُنسى.</p><p> </p><p>What a year it’s been for Libya Build Benghazi! ✨</p><p> </p><p>More than just a show, it was a vital hub where thousands of industry professionals, innovators, and key decision-makers gathered under one roof. Their mission: to decisively shape the future of construction and design in Libya.</p><p> </p><p>Here’s a look back at the highlights that made Libya Build Benghazi 2024 an unforgettable success.</p><p> </p><p>#LibyaBuild #ConstructionExhibition #LibyaEvents #NorthAfricaConstruction #BuildingFuture #LibyaBuild2026 #ExhibitionSuccess #InfrastructureLibya #DesignInnovation #TradeShowAfrica</p><p> </p><p><span style=""font-weight:bold"">For X:</span></p><p>1.</p><p>What a year it’s been for Libya Build Benghazi! ✨</p><p> </p><p>More than just a show, it was a vital hub where thousands of industry professionals, innovators, and key decision-makers gathered under one roof.</p><p> </p><p>Here’s a look back at the highlights that made Libya Build Benghazi 2024 an unforgettable success.</p><p> </p><p>2.</p><p>يا لها من سنة رائعة لمعرض ليبيا بيلد بنغازي! ✨</p><p> </p><p>لم يكن مجرد معرض، بل كان منصة حيوية اجتمع فيها آلاف من المتخصصين في القطاع، والمبتكرين، وصناع القرار تحت سقف واحد.</p><p> </p><p>إليكم نظرة سريعة على أبرز اللحظات التي جعلت ليبيا بيلد بنغازي 2024 نجاحاً لا يُنسى.</p><p> </p><p> </p>","Look back at Libya Build 2024","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""25387b99-cf69-454c-930c-85bbd25edd55""]","wix:image://v1/01f011_12529b3b205540e5b9910b860665edda~mv2.jpg/Oct%208%20-%20Cover.jpg#originWidth=400&originHeight=711","Reel","Posted","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c","Benghazi Exhibition and Conference Centre, Libya","https://www.dropbox.com/work/Asset%20Creation/Libya%20Build/Social%20Media%20Posts/October/Oct%208","<p><span style=""font-weight:bold"">Reel Posting Notes:</span></p><p>IG - (English Asset + Arabic &amp; English Caption) - Post</p><p>TikTok - (English Asset + Arabic &amp; English Caption) - Post</p><p>FB - (Arabic Asset + Arabic &amp; English Caption) - Post</p><p>Twitter - (English Asset + Arabic &amp; English Caption) - Post</p><p>LinkedIn  - (English Asset + English Caption) - Post</p><p>YT - (English Asset + Arabic &amp; English Caption) - Post </p><p> </p><p> </p><p>50 AED Boost on IG for 1 day</p><p>52 AED Boost on TIKTOK for 1 day</p><p>142 AED worth of tokens on TikTok</p>","Boosted","18:00:00.000",0,,,,,"What was your favorite moment from Libya Build 2024? Drop it in the comments 👇 and get ready for an even bigger edition in 2026! 🚀"
"3bbaa7f5-d2df-4d7f-961a-c719241f2628",2026-01-06T11:39:18Z,2026-01-06T11:39:18Z,"01f011dc-8d52-4de4-9524-780ccef3313b","e65ea50e-6cc6-458d-8f81-1ebf9b702e2d","13a7054a-69bb-4514-8cf0-99c746f8aaee",2026-03-23T20:00:00Z,"<p>لحظات عائلية ألذ مع لينو لادا 🤗✨<br/> استمتع بالفطور مع أحبائك ولمسة لينو!</p><p> </p><p>Sweet moments made sweeter 🤎✨<br/> Enjoy breakfast with your loved ones and Lino Lada, the little spoon that brings everyone together! </p><p><br/>#FamilyWithLino #MorningJoy #LinoLadaJordan<br/>#LinoLadaJO #FamilyWithLino</p>","Family Moments with Lino Lada","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea""]",,"Static Image","New","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c","Amman, Jordan",,"<p><span style=""font-weight:bold"">Shooting style:</span> Natural daylight, preferably near a kitchen table or breakfast nook.<br/><span style=""font-weight:bold"">Angles: </span>Top-down and 45° angled shots to capture food and hands interacting.<br/><span style=""font-weight:bold"">Props: </span>Breakfast items only (bread, cereal, fruit, coffee cups, spoons). Avoid clutter.<br/>Mood &amp; Tone: Warm, cozy, joyful; casual, authentic family interaction.<br/><span style=""font-weight:bold"">Product placement:</span> Jar must be clearly visible, subtly integrated in frame.<br/><span style=""font-weight:bold"">Text overlay:</span> Optional 3–4 words like “Family Love” or “Morning Together”.</p>","Organic","12:00:00.000",0,,,,,"Share your family breakfast!"
"3bc2a50c-b885-4652-b81a-8c9d77455729",2026-02-18T19:26:58Z,2026-02-18T19:26:58Z,"01f011dc-8d52-4de4-9524-780ccef3313b","160e00a4-309a-40b8-aec3-1635e37cf211","5ce89196-d503-4960-a087-3d0d94018925",2026-03-19T20:00:00Z,"Caption & Hashtag","Exhibitor Promo/Podcast - ","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142"",""25387b99-cf69-454c-930c-85bbd25edd55"",""190b927d-fd7c-4f73-aa6b-e6d9ebe765cd""]",,"Reel","New","5c084634-6869-4e43-a13e-fbede7b594d4","Kuwait Build",,,"Boosted","12:00:00.000",0,,,,,
"3bf86b2e-4374-48b2-a74c-ebcbfbbd2b47",2026-01-08T09:32:12Z,2026-01-17T11:14:00Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","56eac7e9-af94-47c0-b4b1-2a4101a9b0c1",2026-03-26T20:00:00Z,"<p>Ready for editing</p>","The Agent Advantage: Educational/Community (Hey Evelyn (Part 6))","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142"",""25387b99-cf69-454c-930c-85bbd25edd55"",""190b927d-fd7c-4f73-aa6b-e6d9ebe765cd""]",,"Reel","New","a1bf0c8d-7413-4891-861f-f83c093a57ef","Dubai, UAE",,,"Boosted","12:00:00.000",1,2026-01-13T20:00:00Z,"11:00:00.000","<p><span style=""font-weight:bold"">Post-production Instructions</span></p><p><span style=""font-weight:bold"">Script / Flow: C/o Dan</span></p><p>Click here →https://app.milanote.com/1VG1mW1p3OaV1m?p=AFe02lBrh4z<br/>(Suggested music is here but please feel free to check the similar songs tab)</p><p> </p><p><span style=""font-weight:bold"">Uploading and Sorting of files : C/o </span>Jishnu</p><p>Link to raw files:</p>","Completed",
"3c47541b-7ab5-4b5c-a46a-5b1d40b6bc55",2025-10-27T08:44:29Z,2025-11-10T05:22:29Z,"01f011dc-8d52-4de4-9524-780ccef3313b","1212678d-037b-475a-b187-a27821e2d3c8","e5a8f142-b45d-4375-973d-f0cc776663e1",2025-11-07T20:00:00Z,"<p>Indulge in modern simplicity with a touch of luxury. ✨</p><p> </p><p>Step into your chic urban studio, a perfect blend of soft textures, a velvet sofa, smart design, and a private balcony with calming pool views. From the plush queen bed to the rainfall shower and music-ready smart mirror, every detail invites relaxation and ease.</p><p> </p><p>📍 Studio Retreat | Pool Views | JVC</p><p> </p><p>Ready to unwind in style? Comment ‘STAY’ to book your escape.</p><p> </p><p>#AirstayDubai #DubaiHolidayHomes #ShortTermRentals #DubaiStaycation #HolidayHomesUAE #LuxuryDubaiLiving #AirstayHomes</p><p> </p><p> </p><p>Ready to unwind in style? Tap the link to book your stay today: https://www.airstay.ae/properties/034/the-autograph</p>","Guest Target: Property Showcase		","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e""]","wix:image://v1/01f011_4361161efd1d429082f2ad6174ffee83~mv2.jpg/_DSC9557-HDR%20-%20ED.jpg#originWidth=852&originHeight=1064","Carousel","Posted","94873ed1-9c45-497a-8260-be4ca80c41d6","Jumeirah Village Circle, Dubai","https://www.dropbox.com/scl/fo/cvf06qlnvb4t0irunezlg/AKY_IUcn3lX5zryF3mXodP8?rlkey=vpf3x6gbkjd4ul1ms8y40c33k&st=4d4858wb&dl=0","<p>Property link: https://www.airstay.ae/properties/034/the-autograph</p><p> </p>","Organic","12:00:00.000",0,,,"<p>Property: https://www.airstay.ae/properties/034/the-autograph</p>",,
"3c82af8b-5aed-4ba1-9de8-ffb29caa2856",2025-04-01T05:07:46Z,2025-08-25T18:01:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","56eac7e9-af94-47c0-b4b1-2a4101a9b0c1",2025-05-18T20:00:00Z,"<p>Story: Residential Properties For Sale</p>","Story: Residential Properties For Sale","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""962e2d92-ea8d-4066-8430-2f892bdc8142""]","wix:image://v1/01f011_99db89396f63453ab0ae21cf4b06e5c1~mv2.jpg/Elite%20DXB%20-%20May%2019%20-%20Residential%20Properties%20For%20Sale.jpg#originWidth=1080&originHeight=1920","Story","Posted","5c084634-6869-4e43-a13e-fbede7b594d4","N/A","https://www.dropbox.com/scl/fo/14l4desacqwx3q1npatai/ANIZa7aOrMq6yuBuQI_YP48?rlkey=uy17ggsethnstczoiucju7nyy&st=23v8yawz&dl=0",,"Organic","10:00:00.000",0,,,,,
"3cd59f2d-d458-44d2-ba4a-fbe5662c6fc4",2025-04-08T07:06:55Z,2025-08-25T18:01:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b","5dd8d88e-58bc-4e12-9cfb-55a3306b21cd","56eac7e9-af94-47c0-b4b1-2a4101a9b0c1",2025-04-07T20:00:00Z,"<p>Lagos, are you ready for Dubai? The Dubai Property Tour Roadshow is coming to town—bringing exclusive investment insights, luxury opportunities, and your gateway to the 10-year Golden Visa!</p><p> </p><p>This is your chance to:</p><p>✅ Explore high-return properties in Dubai</p><p>✅ Learn how to qualify for the Golden Visa</p><p>✅ Get expert advice tailored for Nigerian investors</p><p> </p><p>Limited slots available. </p><p> </p><p>🎟 Secure your seat now and be part of this game-changing event! Register today! Link in bio</p><p> </p><p>#DubaiPropertyTour #GoldenVisa #InvestInDubai #LagosToDubai #DubaiRealEstate #PropertyInvestment #NigerianInvestors #DubaiOpportunities #Roadshow2025 #ElitePropertyDXB</p>","Special - Lagos Road Show","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142"",""25387b99-cf69-454c-930c-85bbd25edd55"",""190b927d-fd7c-4f73-aa6b-e6d9ebe765cd""]","wix:image://v1/01f011_7635ca13922d42a69a7c3dcb7532a468~mv2.jpg/bjksadkld.jpg#originWidth=300&originHeight=533","Reel","Posted","5c084634-6869-4e43-a13e-fbede7b594d4","Dubai, United Arab Emirates","https://www.dropbox.com/scl/fo/14l4desacqwx3q1npatai/ANIZa7aOrMq6yuBuQI_YP48?rlkey=uy17ggsethnstczoiucju7nyy&st=23v8yawz&dl=0",,"Boosted","13:00:00.000",0,,,,,
"3ce6e096-aaa9-4f82-864e-2f87f25afea0",2026-01-07T07:46:43Z,2026-03-05T05:52:45Z,"01f011dc-8d52-4de4-9524-780ccef3313b","b7444ad8-e438-49ce-b78a-df4a2ed60dd8","c4723d06-5b05-482c-b318-5472ec4c334f",2026-03-26T20:00:00Z,"Caption & Hashtag","Sponsorship","[""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142"",""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3""]",,"Reel","New","94873ed1-9c45-497a-8260-be4ca80c41d6","The Agenda, Dubai",,,"Boosted","13:00:00.000",0,,,,,
"3cfe2bc1-9a49-4eba-a134-25c9cb95b64f",2025-11-25T08:13:49Z,2026-02-22T08:42:37Z,"01f011dc-8d52-4de4-9524-780ccef3313b","be5a7ff1-e84f-43fb-b6de-579ec9c8315d","7557f5a6-ad5d-47aa-a0b6-8aa0c8f4009f",2026-03-31T20:00:00Z,"Caption & Hashtag","Conference Day 1 - Deep Dive","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e""]",,"Carousel","New","5c084634-6869-4e43-a13e-fbede7b594d4","Benghazi, Libya",,,"Organic","12:00:00.000",0,,,"<p>Cover</p><p>Slides:</p><p>Intro</p><p>Speakers</p><p>Agenda</p><p>Register your visit</p>",,
"3d023ae4-5f60-4178-b54d-37a3cef16e62",2025-10-26T08:30:19Z,2025-11-06T08:48:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b","90f5bb8e-1da9-441f-b63b-1941b663318b","cc1e8c94-1f3d-4942-ba0a-3f5041a105cc",2025-11-04T20:00:00Z,"<p>Hybrid ownership is reshaping how we invest in property.</p><p> </p><p>According to Deloitte’s 2025 outlook, tokenisation is opening new avenues in the UAE real estate investment by combining fiat, cryptocurrency and fractional structures.</p><p> </p><p>This means you can now choose how you pay, what you own, and how much you invest, less barrier, more flexibility.</p><p> </p><p>🔖 Save this post to stay ahead of the property investment evolution.</p><p> </p><p>#CryptoHomesDXB #HybridOwnership #CryptoRealEstate #BlockchainProperty #FractionalOwnership #DigitalAssets #DubaiRealEstate</p>","Crypto Real Estate Facts","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""25387b99-cf69-454c-930c-85bbd25edd55""]","wix:image://v1/01f011_be843c09811b4b93b49c43d83a5edc21~mv2.jpg/dsadasd.jpg#originWidth=400&originHeight=500","Static Image","Posted","94873ed1-9c45-497a-8260-be4ca80c41d6","Dubai, UAE",,"<p><span style=""font-weight:bold"">Visual:</span></p><p> </p><p>Hybrid Ownership: Crypto + Fiat + Fractional Models</p><p> </p><p>• Pay with fiat, crypto or both for property investments</p><p>• Fractional ownership lets you invest with much lower minimums</p><p>• Hybrid models bridge traditional real-estate and blockchain innovation</p><p> </p><p>Save this post to stay ahead of the property investment evolution.</p><p> </p><p>Source: Deloitte FSI Predictions 2025</p><p> </p><p><span style=""font-weight:bold"">Visual Concept:</span> A property image with overlay of blockchain tokens and traditional currency symbols merging in the middle.</p>","Organic","14:30:00.000",0,,,,,"Would you invest in property using crypto, fiat, or both?"
"3d02f9e0-c871-4302-97d0-e4389222f0c4",2025-08-25T19:21:56Z,2025-09-24T11:20:59Z,"e771b8d5-2d78-4471-bb22-0c0d9e29a888","1212678d-037b-475a-b187-a27821e2d3c8","e5a8f142-b45d-4375-973d-f0cc776663e1",2025-09-22T20:00:00Z,"<p class=""font_8"">N/A</p>","Story Engagement: Quiz: UAE Staycation Facts","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""962e2d92-ea8d-4066-8430-2f892bdc8142""]","wix:image://v1/01f011_f76b7d9a7fbd4891b6e66c290ce6eb2b~mv2.png/AIRSTAY_Story-Sep24.png#originWidth=1080&originHeight=1920","Story","Posted","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c","Dubai, UAE","https://www.dropbox.com/scl/fo/9ieatu6k54lhyg8xvmudy/ACs9fqkuyhFtZkMnrW2RgwE?rlkey=zsw2s866w8rnzpjxjcbeejuyk&st=o1okd3xd&dl=0","<h3><span style=""font-weight:bold"">Quiz: UAE Staycation Facts</span></h3><ul><li>Slide: “How many international visitors came to Dubai in 2024?”</li><li>Options: <span style=""font-weight:bold"">9M / 12M / 17M / 20M</span></li><li>Next slide: Reveal with fun fact about rising tourism.</li></ul><p>The answer is <span style=""font-weight:bold"">~ 18.7 million,</span> so 20M is the closest!<br/>Dubai recorded a <span style=""font-weight:bold"">9% year-on-year increase</span> in international arrivals in 2024. That’s a major boost for tourism and short-stay rentals in the city.</p>","Organic","16:00:00.000",0,,,,,
"3d18ce3e-ae1b-404a-be98-1d66dafb3c73",2025-11-24T18:08:05Z,2026-02-11T14:31:16Z,"01f011dc-8d52-4de4-9524-780ccef3313b","62980c2d-3d5b-4488-8b5e-83dc24f687b3","ac8e2429-cd88-4f8a-97b3-cfb7abb2e4f9",2026-04-05T20:00:00Z,"Caption & Hashtag","Less than a month away until Libya Build - Maryam","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142"",""25387b99-cf69-454c-930c-85bbd25edd55"",""190b927d-fd7c-4f73-aa6b-e6d9ebe765cd""]",,"Reel","New","5c084634-6869-4e43-a13e-fbede7b594d4","Benghazi, Libya",,"<p> </p>","Boosted","12:00:00.000",0,,,"<p><span style=""font-weight:bold"">(Maryam)</span></p><p> </p><p>exciting</p><p> </p><p>Comment Libya to register</p>",,
"3d5c6896-2b51-4339-961b-653ac0f1e4d8",2025-05-26T12:26:38Z,2025-08-25T18:01:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b","90f5bb8e-1da9-441f-b63b-1941b663318b","cc1e8c94-1f3d-4942-ba0a-3f5041a105cc",2025-06-30T20:00:00Z,"<p>No banks. No delays. Just smart property transactions.</p><p>Explore a new way to own at <span style=""font-weight:bold"">cryptohomesdxb.com</span></p>","What is CryptoHomes?","[""73d19a4c-7876-47f8-81a5-d29b5d2cc5c3"",""7dac2b2f-9a9a-4c9a-b987-5b248f5a6aea"",""f6c2f16a-8e39-40d1-ac3b-36ca7de2b91e"",""962e2d92-ea8d-4066-8430-2f892bdc8142"",""25387b99-cf69-454c-930c-85bbd25edd55"",""190b927d-fd7c-4f73-aa6b-e6d9ebe765cd""]","wix:image://v1/01f011_960f9852f2b7489498e8e8ec5bf25dab~mv2.png/cover%20ch.png#originWidth=1080&originHeight=1920","Reel","Posted","ab1f4afb-e1e0-4001-9fab-fd64a8bd5b5c","Dubai, UAE","https://www.dropbox.com/scl/fo/stb76kgk772cv19kz2gmk/ADVB9yHZhJEAG1EUyCO8HkY?rlkey=77o3j005gfaesgk6ecfl4rtbf&st=qew85oic&dl=0",,"Boosted","16:30:00.000",0,,,,,
