"invoice","productType","notes","price","quantity","amount","Title","ID","Created Date","Updated Date","Owner"
"8b05f2a7-70b4-4028-9efa-a002d3e24de5","74bc6f85-06a7-480e-a30e-155b42f29627","<p>3-Month Hosting for Malfy-gin.co</p>",750,1,750,,"0455fc97-8840-439f-ab14-dba2d102a3fe",2024-02-01T09:26:26Z,2024-02-01T09:26:26Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"6507d1e3-d42c-4e55-bb3a-c3410c4c3a65","3393a717-a333-48a2-a785-ba2eebc00f68","<p>1. UI/UX Design</p><p>2. Website Images and Content Creation</p><p>3. Pages:</p><p>- Home</p><p>- Self drive</p><p>- Chauffeur</p><p>4. Mobile &amp; Tablet Responsiveness</p><p>5. SEO Settings (Title, Description and Images)</p><p>6. Google Search Registration</p><p>7. Google Analytics Setup</p>",6000,1,6000,,"04d32fe2-095d-4fc8-8be0-ea44b37c4541",2024-11-19T06:12:31Z,2024-11-21T07:07:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"2bbae55d-07b8-4131-a738-6ca9813ce178","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p><span style=""font-weight:bold"">Programmatic Campaign Management</span></p><p><span style=""font-weight:bold"">Target: 20-30 Registrations</span></p><p> </p><p>Campaign Optimization</p><p>Campaign Overwatch</p><p>Campaign Reporting</p><p>Campaign and Lead Tracking</p>",8000,1,8000,,"0563f24b-249d-4564-9c73-9417562fd1f8",2025-04-25T08:35:16Z,2025-04-25T08:35:16Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"dbd4c5a0-d2c1-48e6-988a-4b928ec1c117","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,281.25,1,281.25,,"05a3d8d7-76dc-4ded-b04f-bc92a28d2819",2026-02-16T09:08:39Z,2026-02-16T09:08:39Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"6507d1e3-d42c-4e55-bb3a-c3410c4c3a65","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Hosting &amp; Subscription Fee</p><p>(Annual Fee)</p>",2000,1,2000,,"05ab2535-e14a-4f7d-98d0-c1accafdef7d",2024-11-19T06:16:11Z,2024-11-19T06:16:11Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"bdf7a8bd-ac7e-4e25-8d8f-b330bd75e7a5","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social &amp; Digital Marketing Campaign Management</span></p><p>Month   1 Final Payment</p><p>Month   2 Initial Payment</p>",2500,2,5000,,"05c56c76-a125-4658-988a-5ba7d916e83c",2023-08-02T10:09:16Z,2023-08-02T10:10:12Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"2122068c-869a-4fdb-9da8-fb855379007d","d3bc611b-69d2-4ced-9750-dddddbf73be5","<p><span style=""font-weight:bold"">Servers</span></p><p> </p><p>800 G9 MINI I5 13500/W11PRO</p><p>64GB Ram</p><p>2TB</p><p>24 GBPS SAS</p><p>4 core / 8 vCPU</p>",17890,3,53670,,"05ceef11-d660-478b-bb53-d7a5a3e96a45",2024-02-26T08:14:36Z,2024-02-26T08:14:36Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"906306c3-27c2-4bb7-abb3-603239b33707","74bc6f85-06a7-480e-a30e-155b42f29627","<p>12 months of secured hosting, SSL Certificate</p>",1000,1,1000,,"05eadb26-fd31-43d0-a1b9-87aa43d78723",2024-03-04T09:23:47Z,2024-03-04T09:23:47Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"9b9df358-8a36-407e-b8cf-3fbbd38a8e63","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,75,1,75,,"060fa4f2-15f2-45b2-beca-7ffe03db1737",2024-09-06T06:51:34Z,2024-09-06T06:51:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"ad179a47-6bf5-47a5-85c7-107e6d70e323","3393a717-a333-48a2-a785-ba2eebc00f68","<p>Wix Customization</p><p>(Existing Design)</p><ul><li>Banner Customization </li><li>Design Optimization </li><li>Popup &amp; Lightboxes </li><li>Key Visual </li><li>Shop Organizing </li><li>Website Edits</li></ul>",3850,1,3850,,"06397690-6784-4850-bcdc-e746b7d77459",2023-09-06T11:55:11Z,2023-09-06T11:55:11Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"f9c84279-d68e-4a5d-bd3b-04c2930342f9","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media</span></p><ul><li>4 Reels (Content Creation)</li><li>Monthly Calendar</li><li>Community Engagement</li><li>Monthly Report</li><li>AED 500 Boosting budget</li></ul>",5500,1,5500,,"06468fa4-5230-45f6-bf4c-79e6a8ed3a04",2026-03-03T06:57:18Z,2026-03-03T06:57:18Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"be434368-f8f7-4cea-8842-00ca119bda1a","3393a717-a333-48a2-a785-ba2eebc00f68",,8100,1,8100,,"0657a843-0efc-4e31-bf09-4f7d68f1a91f",2022-11-30T20:07:44Z,2022-11-30T20:07:44Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"1c9de20a-a2d0-43fc-b701-d24f1a6be0aa","3393a717-a333-48a2-a785-ba2eebc00f68",,7000,1,7000,,"069d2672-cda4-4f70-b387-37629e96b4f6",2022-11-28T18:41:22Z,2022-11-28T18:41:22Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"0659188b-85fd-423a-b7b1-a3bc3811e324","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Performance Campaign Management</span></p><ul><li>Continous Ad</li><li>Ad Monitoring</li><li>Ad Set up and Optimisation</li><li>AED 500 Ad Budget(Using Airstay Card)</li></ul>",500,1,500,,"06dea7da-7538-4558-a298-ce644a0e9fad",2025-10-07T10:07:52Z,2025-10-07T10:07:52Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"e0c8a695-e91b-43e2-b1cf-8b2127891e70","395e54a4-4b36-4a30-8e4e-39d2afc94ac7","<p>Management Fees on Campaign Management for<span style=""font-weight:bold""> Ritz Carlton Residences</span></p><p>(Youtube, LinkedIn, &amp; Programmatic Ads)</p>",6000,1,6000,,"06e456d0-5c9a-4f51-a336-f89327e722aa",2025-06-03T12:16:39Z,2025-06-09T09:10:38Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"c16c8f46-97fc-4267-b476-e9d85e16a407","cb3328a7-5aff-4fe7-921f-b585c4163dc8","<p>VAT 5%</p>",250,1,250,,"071dd188-8f66-45e3-8e13-b607bfddb517",2024-01-30T21:06:46Z,2024-01-30T21:06:46Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"ad70f1c0-cd54-4945-98f2-1668c53df199","74bc6f85-06a7-480e-a30e-155b42f29627","<p>Godaddy Annual Domain Hosting:</p><p>www.thecakeboutiquedifc.com</p>",79,1,79,,"078f1b1e-f969-46fc-958c-a7006caf2379",2024-06-21T10:43:13Z,2024-06-21T10:43:13Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"bad70355-7153-4d52-b8e3-90bed7aefecf","5adee711-6197-4bbf-b057-460cfbc157db","<p>Company Profile</p>",4750,1,4750,,"07ef9f41-89c5-4352-a1c0-fa7f3ad1e52d",2023-02-27T07:50:24Z,2023-02-27T07:50:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"d2da4b97-b1d4-4fa9-984b-721edfa86678","3393a717-a333-48a2-a785-ba2eebc00f68","<p>Maison Toa Aliice System Installation</p><p>and onboarding</p>",12900,1,12900,,"08618a52-21af-4737-a10e-e3451fa490ce",2026-04-24T08:57:34Z,2026-04-24T08:57:34Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"f0ed4a41-c843-44c7-9edc-d3e60e223be7","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,625,1,625,,"0862a2ae-015c-4e5a-a288-e86c877c2734",2025-12-16T06:44:28Z,2025-12-16T06:44:28Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"592c9934-2fee-4506-a596-358e8034866e","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,943.06,1,943.06,,"08a04a46-fcc0-4af0-b5fc-fe60608be572",2023-11-28T05:53:05Z,2024-09-06T09:41:46Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"e8bd256e-0d12-4169-8cf0-6c8ef3108bc2","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,75,1,75,,"092ef1a3-0d1f-4ecd-a6f1-48e6c206e88c",2024-07-22T08:51:39Z,2024-07-22T08:51:39Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"ada4208c-901d-4b7a-b744-dfce2421c2e1","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,125,1,125,,"09d739fe-9b6c-407b-9366-3f88b19bb681",2025-01-23T04:10:40Z,2025-01-23T04:10:40Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"82beb893-3786-44ad-961e-3d768e182c55","3393a717-a333-48a2-a785-ba2eebc00f68","<ul><li>Editor X</li><li>E-commerce Website      Design &amp; Development</li><li>General SEO      Settings</li><li>Stripe Integration</li><li>Copy Writing</li></ul>",6000,1,6000,,"0a20197e-964f-4316-bb5d-2b82da61f42d",2023-03-13T11:57:28Z,2023-03-13T11:57:28Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"f9c84279-d68e-4a5d-bd3b-04c2930342f9","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p><span style=""font-weight:bold"">SEO - APRIL</span></p><p><span style=""font-weight:bold"">SEO strategy for long-term growth and AI search visibility</span></p><ul><li>In-depth keyword and search intent research</li><li>Full on-page and technical SEO optimisation</li><li>SEO-led content expansion and enhancements</li><li>Strategic internal linking and authority building</li><li>AEO (AI Search Optimisation) implementation</li><li>Ongoing performance monitoring and monthly</li></ul>",7000,1,7000,,"0a3b8bab-1e92-41e8-a40b-f17b4c5651c9",2026-03-03T06:56:37Z,2026-04-03T06:41:28Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"bb2e1cee-b6d6-4109-a8cc-392d72bb251f","79350507-7e01-45ad-8047-8cbf1972a789","<p>Food (Consumable) Props for Production Shoot</p>",470.85,1,470.85,,"0a5a67bf-ba34-41fe-b2f2-843fbdb3c0d0",2026-03-02T06:18:21Z,2026-03-02T06:18:21Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"c4f1bbf5-49e0-41f6-a57a-875a1080d636","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,437.5,1,437.5,,"0a8958f2-0a44-470a-9d15-4f876dea56ea",2024-07-18T05:51:05Z,2024-07-18T05:51:05Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"cbae620e-9738-44de-bcf3-d2c373f8f2dd","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,125,1,125,,"0a9b44dc-8786-42d2-b30a-925500655cef",2025-05-30T10:54:01Z,2025-05-30T10:54:01Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"bb2e1cee-b6d6-4109-a8cc-392d72bb251f","64533648-470a-4167-b761-f81e1960ec5a","<p><span style=""font-weight:bold"">Social Media</span></p><ul><li>4 Reels (Content Creation)</li><li>Monthly Calendar</li><li>Community Engagement</li><li>Monthly Report</li><li>AED 500 Boosting budget</li></ul>",5500,1,5500,,"0ab225eb-06f5-42dc-8b63-c3498b8628a8",2026-01-30T05:49:06Z,2026-01-30T05:49:06Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"74645202-84ef-432c-ba47-c68978547851","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">Scope of Work</span></p><ul><li>Create A field for the WIX App CRM to handle Gender options</li><li>Create Prompts and validation for pages needed to specify a gender</li><li>Configure the full CRM Database</li></ul><p> </p><p><span style=""font-weight:bold"">Note:</span> </p><p>Mutant will handle the backend development and ensure that any popups or fields we create are aligned with your current design.</p>",1000,1,1000,,"0b2e7fe1-4f40-466a-9a84-f947c3223d46",2025-11-05T11:05:26Z,2025-11-05T11:05:33Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"4120af8a-5bdb-4bef-8389-1bf225ee8cea","64533648-470a-4167-b761-f81e1960ec5a","<p>Platforms to be managed:</p><ul><li>Facebook</li><li>Instagram</li><li>Tiktok</li><li>LinkedIn</li></ul><p>Deliverables</p><ul><li>Monthly strategy creation</li><li>Post scheduling</li><li>Monthly content calendar creation</li><li>Profile Optimization</li><li>Cross Platform Posting</li><li>Community management</li></ul>",6500,1,6500,,"0b8e9732-daa9-44b3-bbef-6088fd0e0f19",2025-04-04T08:31:50Z,2025-04-04T08:35:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"091fb1b5-396f-4e3b-b517-b73d011dbbef","cb3328a7-5aff-4fe7-921f-b585c4163dc8","<p><span style=""font-weight:bold"">Note:</span></p><p>Note: Payments made via Credit/Debit Card, Google Pay, Apple Pay, and PayPal will be subject to an additional 5% processing fee</p>",1720,1,1720,,"0bf0c3f2-a1b1-4f1c-8cf2-62fe51823966",2023-08-23T08:00:24Z,2023-08-23T08:00:24Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"24d0e64f-7d4c-4d4c-943d-ce38b60c6cbf","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">1. Scope and Features - APRIL</span></p><p><span style=""font-weight:bold"">Website Security:</span></p><p>Regular monitoring, security patches and updates to protect againstvulnerabilities.</p><p><span style=""font-weight:bold"">SEO Maintenance:</span></p><p>Ongoing SEO health checks, metadata updates and submission ofsitemaps to search engines to maintain and improve search engine visibility (Based on theAMC plan type selected by 111Group from the table below)</p><p><span style=""font-weight:bold"">Performance Optimization:</span></p><p>Continuous monitoring and enhancement of website speed andperformance across desktop and mobile devices.</p><p>Content Updates &amp; Addition of New Web Standard</p><p><span style=""font-weight:bold"">Services/Functions:</span></p><p>Based on the AMCplan type selected by 111Group from the table below.</p><p>(Note: 111Group may upgrade ordowngrade the selected plan on a monthly basis throughout the year.)</p><p><span style=""font-weight:bold"">Bug Fixes:</span></p><p>Addressing minor bugs or issues that affect user experience or websitefunctionality.</p><p><span style=""font-weight:bold"">2. Deliverables</span></p><p>Monthly maintenance reports summarizing updates, SEO checks, security patches andperformance improvements.</p><p>Web pages created and published monthly Based on the AMC plan type selected by111Group.</p><p>Regular website backups.</p><p>Technical support and troubleshooting within agreed support hours.</p><p><span style=""font-weight:bold"">3. Technology Stack &amp; Frameworks</span></p><p>The AMC services will apply to the current technology stack used on the 111Group website,including the existing CMS, frameworks, and third-party integrations.</p><p><span style=""font-weight:bold"">4. Timeline &amp; Duration</span></p><p>This AMC will be valid for</p><p>12 months</p><p>starting from the effective date of this SOW unlessrenewed or terminated per the Master Agreement terms.</p><p><span style=""font-weight:bold"">5. Key Performance Indicators (KPIs)</span></p><p>Website uptime of 99.5% excluding planned maintenance.</p><p>Loading speeds optimized to under 3 seconds on major pages.</p><p>Monthly submission of maintenance and performance reports.</p><p><span style=""font-weight:bold"">6. Revision and Additional Artwork</span></p><p>Major feature changes or redevelopment requests are outside the scope of this AMC and will require a separate scope and quotation</p>",5625,1,5625,,"0c8e4dd3-de53-4a91-8e1f-4093f773da36",2026-03-16T10:03:15Z,2026-03-16T10:03:15Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"52e63296-0405-4737-ad6b-439a51e4bf39","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,100,1,100,,"0d5df3f2-0706-4387-9ae0-fbe46f64adce",2025-11-20T11:23:23Z,2025-11-20T11:23:23Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"5ab65b42-6980-4424-97d4-e8f688df042d","5adee711-6197-4bbf-b057-460cfbc157db","<p>Brand Development</p>",5000,1,5000,,"0dc72200-d92b-4228-906c-45a099eabef3",2022-11-30T16:01:08Z,2022-11-30T16:01:08Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"dc84493a-2ffa-4d66-9530-7bcee949ebf3","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,125,1,125,,"0de229bc-1145-4e37-9205-5cd39004dd7b",2024-12-06T06:59:01Z,2024-12-06T06:59:01Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"8abdd507-3ecf-46df-bb46-ab972fa0b993","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,160,1,160,,"0e9dca52-639a-4b23-a1ff-a485d7d2cade",2024-03-06T07:29:55Z,2024-03-06T07:29:55Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"9cfbf665-a9fd-4d68-8e01-ecb0b330ac48","5adee711-6197-4bbf-b057-460cfbc157db","<p>Zenith Zone Branding</p><p> </p><p><span style=""font-weight:bold"">Brand Origination</span></p><ul><li>4 Logo Options</li><li>Color Pallete</li><li>Business Cards</li><li>Social Media Templates</li><li>Receipt &amp; Invoices</li><li>Brand Guidelines</li></ul>",8000,1,8000,,"0eadf3ee-4910-48aa-9a05-21ed06f9fda6",2024-03-05T12:57:30Z,2024-03-05T12:57:30Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"3951df0b-8738-4ff9-9080-47aafc61d7f0","cb3328a7-5aff-4fe7-921f-b585c4163dc8",,3000,1,3000,,"0ee9f0f3-b5ad-42cc-b0f1-ef783dfa9f97",2024-07-30T06:42:52Z,2024-07-30T06:42:52Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"952f0536-02f0-420f-b226-90a6a6ec508e","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""font-weight:bold"">Corporate   Website Editor X</span></p><p> </p><p>UI   / UX &amp; Graphic Elements</p><p>Editor   X Layout &amp; Content Placement</p><p>Home   Page</p><p>About   Us</p><p>Vision,   Mission &amp; Values</p><p>Management</p><p>Sectors</p><p>Subsidiaries</p><p>Contact   Us</p><p>Basic   SEO Setup</p>",5000,1,5000,,"0f2b7129-c5e1-46cb-ae42-27abfcd1bc17",2023-04-03T05:43:17Z,2023-04-03T05:43:17Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"a152878e-b5b0-4cb3-a39a-6885baa7b43b","d3bc611b-69d2-4ced-9750-dddddbf73be5","<p><span style=""font-weight:bold""><span style=""text-decoration:underline"">International Shipping Setup</span></span></p><p>Database Creation and Alignment</p><p>Checkout and Order confirmation Recode</p>",750,1,750,,"0f812c09-0f27-48ae-8f29-1f456cdb8898",2023-11-15T07:14:06Z,2023-11-15T07:14:06Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
"87ec6999-c253-46f6-ae01-1fb290091155","9ce7b764-0240-4003-b858-3a24dc3e71f3","<p>Search Engine Optimisation Monthly Recurring Package - NOVEMBER</p><p>I. Keyword Research &amp; Tracking</p><ul><li>Monitor keyword rankings for important terms.</li><li>Research and identify new relevant keywords based on search trends and competitor  analysis.</li><li>Analyze keyword performance to identify areas for improvement.</li></ul><p>II. On-Page Optimization</p><ul><li>Review and optimize website content for target keywords and user experience.</li><li>Ensure title tags, meta descriptions, and header tags are optimized for relevant  keywords.</li><li>Maintain a healthy internal linking structure for improved website navigation.</li></ul><p>III. Technical SEO</p><ul><li>Conduct technical audits to identify and fix crawl errors, broken links, and mobile friendliness issues.</li><li>Monitor website speed and performance using tools like Google Page Speed Insights.</li><li>Submit sitemap updates to search engines to ensure proper indexing.</li></ul><p>IV. Content Strategy &amp; Link Building</p><ul><li>Develop content ideas based on keyword research and user intent.</li><li>Coordinate content creation to target high-value keywords and user engagement.</li><li>Monitor and manage backlinks to the website, focusing on quality and relevance.</li></ul><p>V. Analytics &amp; Reporting</p><ul><li>Generate monthly reports on website traffic, keyword rankings, and other SEO metrics.</li><li>Analyze data to identify trends and areas for improvement in your SEO strategy.</li><li>Track conversions and measure the success of your SEO efforts on business goals.</li></ul>",5500,1,5500,,"0f820216-5952-4697-955a-723f8a1d88da",2025-10-28T07:49:43Z,2025-12-05T06:19:08Z,"01f011dc-8d52-4de4-9524-780ccef3313b"
"19e2b916-e18d-402e-9858-aeb20d9790de","3393a717-a333-48a2-a785-ba2eebc00f68","<p><span style=""text-decoration:underline""><span style=""font-weight:bold"">Seasonal Product Discount</span></span></p><ul><li>Database Arrangement for Product - Creating a separate table and tagging them on the Master Database as a discounted Price</li><li>Promotional Banner on Header</li><li>Home Page Section - Promotional Section for specific products</li><li>Product Details UI Changes - Changes made for specific discounted products</li></ul><p> </p><p><span style=""font-weight:bold""><span style=""text-decoration:underline"">Code Alignment</span></span></p><ul><li>Checkout condition to Amazon Portal</li><li>Product Condition</li><li>Coupon Condition</li></ul>",1500,1,1500,,"0ff29f98-9603-4982-b37d-005e2128776d",2024-01-18T07:00:46Z,2024-01-18T07:00:46Z,"e168cbe8-c8cb-4ec3-b920-be764ec09acc"
